,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
52,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,38.53,50.75,3.33,3.88,6.79,14.31,5.78,35120000000.0,19.45,35120000000.0,35520000000.0,20.80,1.78,3.36,15.76,3.36,4460000000.0,35120000000.0,1.29,1.29,3390000000.0,4.90,3390000000.0,6.28,3510000000.0,2.58,16.85,1840000000.0,35120000000.0,0.14,87.72,4780000.0,1.98,0.89,5540000.0,N/A
53,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,54.28,6.06,0.25,1.07,4.11,7.16,7.55,3040000000.0,86.22,3040000000.0,3980000000.0,7.70,0.36,0.33,3.39,0.33,4580000000.0,3040000000.0,499540000.0,3.52,51.50,0.00,453100000.0,3.28,1490000000.0,1.67,19.90,789450000.0,3040000000.0,3.51,94.85,22930000.0,6.48,16.47,0.6,N/A
54,N/A,N/A,bbt,N/A,N/A,N/A,N/A,N/A,34.01,19.24,3.81,1.55,22.23,38.33,1.10,40980000000.0,13.48,40980000000.0,66860000000.0,12.35,3.26,6.21,22.23,6.21,2220000000.0,40980000000.0,2220000000.0,2.74,3.50,5.10,3160000000.0,4.05,29300000000.0,34.01,34.01,4630000000.0,40980000000.0,0.40,64.93,0.00,0.00,0.00,1.5,N/A
55,N/A,N/A,bby,N/A,N/A,N/A,N/A,N/A,37.51,22.15,0.50,5.80,2.37,4.40,8.61,21130000000.0,140.32,21130000000.0,18510000000.0,13.51,0.90,0.44,7.30,0.44,9440000000.0,21130000000.0,3.26,3.26,40.00,14.00,3130000000.0,10.81,1360000000.0,1.26,12.46,2140000000.0000002,21130000000.0,14.81,87.56,33930000.0,10.33,17.04,31910000.0,N/A
56,N/A,N/A,bcr,N/A,N/A,N/A,N/A,N/A,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,334.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,107.30,170.27,4.77,2.75,3.28,18.51,3.56,58390000000.0,54.89,58390000000.0,80140000000.0,17.41,1.41,6.54,23.67,6.54,5940000000.0,58390000000.0,1.288,1.288,1210000000.0,5.40,1210000000.0,4.54,22800000000.0,1.54,79.80,2560000000.0,58390000000.0,0.25,85.87,12530000.0,9.14,5.96,13730000.0,N/A
58,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,7.67,28.57,2.92,1.60,10.44,35.22,8.28,18820000000.0,11.61,18820000000.0,9790000000.0,10.12,1.70,1.52,4.25,1.52,6340000000.0,18820000000.0,662800000.0,1.19,12470000000.0,3.50,12470000000.0,22.61,1100000000.0,5.76,21.28,1010000000.0,18820000000.0,41.68,48.06,8560000.0,3.68,2.54,8130000.000000001,N/A
59,N/A,N/A,bf-b,N/A,N/A,N/A,N/A,N/A,174.60,35.66,8.05,24.02,23.43,34.77,14.47,25840000000.0,6.68,25840000000.0,30030000000.0,30.14,2.92,9.35,25.45,9.35,2020000000.0,25840000000.0,1.55,1.55,4.40,8.70,0.55,0.55,2100000000.0,1.78,2.30,1010000000.0,25840000000.0,3910000.0,3910000.0,3910000.0,8.2,3.60,3870000.0,N/A
60,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,29.84,10.07,0.35,2.76,3.60,5.66,11.44,1850000000.0,123.10,1850000000.0,1990000000.0,8.38,0.83,0.38,4.79,0.38,2100000000.0,1850000000.0,189830000.0,4.38,16.40,4.00,51180000.0,1.22,199800000.0,1.73,15.99,250370000.0,1850000000.0,1.12,127.11,0.00,0.00,0.00,1.2,N/A
61,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,47.14,22.40,4.60,4.48,20.69,46.36,15.29,56490000000.0,57.73,56490000000.0,61420000000.0,10.20,1.54,5.00,9.11,5.00,10640000000.0,56490000000.0,2540000000.0,11.92,3690000000.0,15.10,3690000000.0,17.44,5940000000.0,2.34,59.63,4550000000.0,56490000000.0,0.35,91.44,3400000.0,2.2,1.60,2560000.0,N/A
62,N/A,N/A,bk,N/A,N/A,N/A,N/A,N/A,37.21,13.92,3.35,1.39,26.27,31.64,1.17,52190000000.0,15.05,52190000000.0,18330000000.0,11.64,1.37,1.18,26.27,1.18,15560000000.0,52190000000.0,3870000000.0,3.72,35.10,1.30,143870000000.0,142.48,37.21,37.21,37.21,4640000000.0,52190000000.0,0.00,0.00,14050000.0,2.96,1.40,15740000.0,N/A
63,N/A,N/A,bks,N/A,N/A,N/A,N/A,N/A,13.50,10.85,0.10,0.84,3.19,0.62,0.77,370530000.0,51.04,370530000.0,411570000.0,10.85,0.30,0.11,3.71,0.11,1210000000.0,370530000.0,117870000.0,1.63,11500000.0,5.30,11500000.0,0.16,59800000.0,0.99,6.10,94860000.0,370530000.0,24.65,70.70,0.00,0.00,0.00,0.6,N/A
64,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,15.53,17.86,6.99,2.73,39.79,42.38,1.50,87360000000.0,77.03,87360000000.0,83150000000.0,17.03,1.21,6.66,15.03,6.66,12290000000.0,87360000000.0,4970000000.0,30.23,170.70,20.00,8730000000.0,54.22,5010000000.0,1.31,197.61,3830000000.0,87360000000.0,3.62,85.08,1450000.0,3.37,1.16,1610000.0,N/A
65,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,172.29,38.26,1.28,3.57,3.40,9.63,3.97,14080000000.0,31.36,14080000000.0,20500000000.0,14.61,1.63,1.87,11.70,1.87,2270000000.0,14080000000.0,1.05,1.05,200.00,8.80,1.28,1.28,6970000000.0,0.92,11.26,1480000000.0,14080000000.0,0.83,91.28,22310000.0,8.88,6.43,22710000.0,N/A
66,N/A,N/A,bms,N/A,N/A,N/A,N/A,N/A,130.20,43.65,1.00,3.37,2.32,9.40,6.41,4050000000.0,44.22,4050000000.0,5580000000.0,14.32,1.70,1.38,10.15,1.38,785200000.0,4050000000.0,1.02,1.02,71100000.0,1.60,71100000.0,0.78,1560000000.0,1.86,13.23,206990000.0,4050000000.0,1.18,79.51,2740000.0,3.76,3.01,3070000.0,N/A
67,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,67.21,102.45,4.92,8.69,4.85,25.75,9.94,102180000000.0,12.63,102180000000.0,109600000000.0,16.28,1.57,5.28,19.27,5.28,14710000000.0,102180000000.0,1010000000.0,0.61,6810000000.0,3.90,6810000000.0,4.17,7960000000.0,1.55,7.19,5270000000.0,102180000000.0,0.17,72.73,7970000.0,1.4,0.48,7440000.0,N/A
68,N/A,N/A,brk-b,N/A,N/A,N/A,N/A,N/A,29.15,11.05,2.08,0.00,18.78,10.82,2.45,497050000000.0,498.48,497050000000.0,3970000000.0,20.48,2.47,0.02,0.11,0.02,178310000000.0,497050000000.0,44940000000.0,18.22,417.80,4.10,106880000000.0,976.83,102590000000.0,3.09,692.39,45780000000.0,497050000000.0,9770000.0,9770000.0,9770000.0,3.2,0.90,10210000.0,N/A
69,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,80.09,370.13,4.29,5.51,1.15,17.67,5.38,38810000000.0,6.60,38810000000.0,42470000000.0,18.27,1.99,4.69,17.43,4.69,6460000000.0,38810000000.0,0.08,0.08,0.14,9.90,0.14,0.14,5620000000.0,0.68,5.11,1430000000.0,38810000000.0,0.56,93.70,15790000.0,2.32,1.32,11840000.0,N/A
70,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,39.96,12.04,0.86,1.30,8.38,12.47,4.30,4750000000.0,54.50,4750000000.0,5410000000.0,19.88,0.47,0.98,4.07,0.98,1550000000.0,4750000000.0,410500000.0,3.121,1010000000.0,4.20,1010000000.0,7.8,1460000000.0,1.76,28.81,1010000000.0,4750000000.0,16.07,0.00,2600000.0,2.31,0.00,2420000.0,N/A
71,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,57.20,24.99,1.12,2.95,4.49,12.47,8.20,10950000000.0,46.57,10950000000.0,12190000000.0,10.97,1.45,1.24,7.48,1.24,2120000000.0,10950000000.0,439900000.0,2.08,545300000.0,14.50,545300000.0,2.59,2190000000.0,1.46,17.63,1180000000.0,10950000000.0,0.68,99.18,11600000.0,8.53,5.48,11470000.0,N/A
72,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,126.77,41.65,7.97,3.35,17.65,35.36,3.03,20890000000.0,17.00,20890000000.0,28850000000.0,36.54,88.00,11.01,18.69,11.01,1640000000.0,20890000000.0,451940000.0,2.93,29.00,3.60,434770000.0,2.82,10270000000.0,2.77,36.38,907440000.0,20890000000.0,0.59,101.85,2950000.0,5.17,2.46,3310000.0,N/A
73,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,70.62,9.54,2.81,1.00,10.58,35.93,0.37,180550000000.0,23.82,180550000000.0,26720000000.0,9.54,0.77,0.42,10.58,0.42,63280000000.0,180550000000.0,7940000000.0,2.98,658380000000.0,0.30,658380000000.0,256.17,485020000000.0,70.62,70.62,8590000000.0,180550000000.0,0.14,82.25,0.44,0.44,0.00,1.28,N/A
74,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,51.13,33.54,3.40,2.44,10.23,26.90,5.94,14150000000.0,10.06,14150000000.0,14260000000.0,12.39,2.30,3.42,11.69,3.42,3220000000.0,14150000000.0,1.012,1.012,2970000000.0,8.50,2970000000.0,7.13,2930000000.0,1.24,13.88,1030000000.0,14150000000.0,25.09,69.35,6890000.0,3.28,2.18,6930000.0,N/A
75,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,96.14,22.09,1.88,3.99,11.36,17.88,8.35,14760000000.0,19.09,14760000000.0,17680000000.0,15.88,1.54,2.26,10.71,2.26,4790000000.0,14760000000.0,876400000.0,1.67,101.90,0.70,132900000.0,0.33,3660000000.0,1.03,9.23,1170000000.0,14760000000.0,0.25,82.61,16790000.0,5.6,4.54,15560000.0,N/A
76,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,127.87,11.00,0.15,2.61,1.37,1.70,3.63,19850000000.0,421.00,19850000000.0,28240000000.0,10.27,1.59,0.21,8.94,0.21,6540000000.0,19850000000.0,1820000000.0,5.74,225.00,6.10,1250000000.0,3.97,9760000000.0,1.09,24.12,1990000000.0,19850000000.0,0.42,92.15,15400000.0,3.96,5.61,16149999.999999998,N/A
77,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,75.78,47.83,2.26,4.02,4.79,3.58,1.82,807610000.0,10.17,807610000.0,831550000.0,17.31,1.31,2.33,28.30,2.33,143350000.0,807610000.0,17140000.0,0.47,151240000.0,12.40,151240000.0,4.24,152380000.0,2.76,5.64,64730000.00000001,807610000.0,3.63,72.47,1870000.0,7.99,6.39,1970000.0,N/A
78,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,253.38,116.87,1.94,6.42,1.66,12.27,4.60,116.87,76.82,116.87,116.87,13.90,0.80,2.66,14.31,2.66,13770000000.0,116.87,1.26,1.26,7380000000.0,34.70,7380000000.0,12.35,34880000000.0,1.35,22.92,5700000000.0,116.87,0.16,70.67,0.00,0.00,0.00,3.12,N/A
79,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,31.31,16.63,1.95,1.23,11.94,13.21,1.63,63190000000.0,69.23,63190000000.0,76830000000.0,12.02,1.53,2.38,16.96,2.38,7330000000.0,63190000000.0,3860000000.0,8.19,4.80,1.40,4620000000.0,9.96,16020000000.0,0.37,110.32,4500000000.0,63190000000.0,0.57,90.47,5400000.0,3.59,1.16,5920000.0,N/A
80,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,48.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A
81,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,513.75,60.22,1.48,10.27,2.61,20.66,7.84,20310000000.0,34.15,20310000000.0,29110000000.0,9.04,0.67,2.13,9.54,2.13,13690000000.0,20310000000.0,1310000000.0,0.88,0.75,11.50,0.75,0.75,10160000000.0,1.58,5.16,1220000000.0,20310000000.0,10.84,0.00,0.00,0.00,0.00,0.72,N/A
82,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,85.98,23.82,1.50,2.43,6.22,11.99,4.51,20470000000.0,28.20,20470000000.0,26850000000.0,13.54,0.93,1.97,12.47,1.97,5150000000.0,20470000000.0,848750000.0,1.74,444110000.0,2.20,444110000.0,0.92,7090000000.0,1.01,17.02,1130000000.0,20470000000.0,0.62,0.00,1260000.0,1.06,1.64,1470000.0,N/A
83,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,130.96,108.11,10.40,3.60,10.21,25.78,2.56,45300000000.0,11.41,45300000000.0,60180000000.0,70.00,4.96,13.82,25.86,13.82,2790000000.0,45300000000.0,386260000.0,1.010,21.30,19.90,314090000.0,0.77,16160000000.0,0.88,30.37,2040000000.0,45300000000.0,0.36,94.36,9710000.0,3.95,2.70,10090000.0,N/A
84,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,39.30,17.82,2.59,1.91,14.73,18.25,5.11,46540000000.0,24.93,46540000000.0,56530000000.0,12.90,1.00,3.15,10.93,3.15,7010000000.0,46540000000.0,2640000000.0,3.65,11.10,11.60,0.63,0.63,9580000000.0,0.19,34.05,5450000000.0,46540000000.0,17.07,79.64,8650000.0,2.98,2.30,7380000.0,N/A
85,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,228.84,24.73,5.21,9.88,22.61,42.14,11.76,67720000000.0,16.69,67720000000.0,69160000000.0,8.88,0.55,5.32,11.62,5.32,12540000000.0,67720000000.0,2940000000.0,3.64,12040000000.0,16.90,12040000000.0,16.01,15840000000.0,4.99,9.11,5250000000.0,67720000000.0,0.32,80.48,12300000.0,1.03,1.58,8920000.0,N/A
86,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,11.01,22.54,3.82,4.03,17.20,19.05,9.92,19270000000.0,15.21,19270000000.0,20100000000.0,19.57,1.23,3.99,14.69,3.99,4290000000.0,19270000000.0,866980000.0,2.57,124.90,4.30,805770000.0,2.42,526720000.0,3.01,14.39,1310000000.0,19270000000.0,4.79,80.20,12060000.0,5.16,4.14,11480000.0,N/A
87,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,70.20,24.84,2.15,2.48,8.67,5.45,0.98,8870000000.0,17.69,8870000000.0,12650000000.0,21.97,0.68,3.06,11.42,3.06,1110000000.0,8870000000.0,1.53,1.53,3.58,26.80,3.58,3.58,4690000000.0,2.53,15.34,1630000000.0,8870000000.0,5.79,33.72,23160000.0,6.23,12.55,23480000.0,N/A
88,N/A,N/A,cfn,N/A,N/A,N/A,N/A,N/A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
89,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,0.65,4.16,0.28,1.36,10.09,13.06,6.04,2680000000.0,10.38,2680000000.0,12750000000.0,4.16,0.31,1.36,5.73,1.36,2870000000.0,2680000000.0,33.879,33.879,0.01,24.60,0.01,0.01,9970000000.0,0.65,2.43,2140000000.0000002,2680000000.0,0.88,64.14,167390000.0,6.3,18.58,171720000.0,N/A
90,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,102.75,26.19,0.88,9.15,3.40,5.21,12.23,13070000000.0,105.75,13070000000.0,14140000000.0,18.97,2.08,0.95,16.55,0.95,2370000000.0,13070000000.0,504890000.0,3.57,24.70,16.00,333890000.0,2.39,1460000000.0,1.26,10.22,282250000.0,13070000000.0,1.11,98.47,21140000.0,11.99,16.89,18910000.0,N/A
91,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,39.46,19.23,0.99,3.00,5.38,10.63,4.57,41020000000.0,165.87,41020000000.0,42340000000.0,11.70,0.94,1.02,9.06,1.02,16210000000.0,41020000000.0,2240000000.0,8.77,30.40,5.90,3170000000.0,13.06,5440000000.0,0.86,56.30,4090000000.0,41020000000.0,2.63,90.55,3240000.0,2.13,1.27,3520000.0,N/A
92,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,463.42,6.66,4.75,0.90,76.37,86.96,2.77,3260000000.0,3.66,3260000000.0,20050000000.0,7.42,8.52,29.19,76.37,29.19,606010000.0,3260000000.0,491180000.0,2.6100,51.50,50.10,112480000.0,0.6,16850000000.000002,1.46,19.35,487290000.0,3260000000.0,0.78,51.96,0.00,0.00,0.00,11.32,N/A
93,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,10.32,11.82,2.13,1.48,18.23,13.66,2.32,12200000000.0,34.91,12200000000.0,12510000000.0,21.79,2.81,2.18,14.93,2.18,1040000000.0,12200000000.0,1040000000.0,6.29,542.00,7.50,4.01,4.01,10.32,1.20,50.29,1050000000.0,12200000000.0,9.11,64.39,3410000.0,6.06,2.27,3260000.0,N/A
94,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,709.47,31.46,4.05,4.28,13.10,25.31,19.71,62650000000.0,17.53,62650000000.0,66220000000.0,20.91,2.71,4.28,15.10,4.28,9280000000.0,62650000000.0,2020000000.0,2.28,46.70,4.60,1550000000.0,1.77,6580000000.0,1.36,0.07,3050000000.0,62650000000.0,0.37,75.76,7270000.0,1.88,0.89,5530000.0,N/A
95,N/A,N/A,cldx,N/A,N/A,N/A,N/A,N/A,5.22,2.87,23.54,1.25,0.00,857.94,19.55,299990000.0,0.10,299990000.0,203380000.0,2.87,23.54,15.96,1.96,15.96,12740000.0,299990000.0,93030000.0,0.72,139430000.0,84.50,139430000.0,0.99,5.22,5.22,1.71,99930000.0,299990000.0,0.59,57.34,7890000.0,5.82,7.50,7410000.0,N/A
96,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,3.42,5.61,0.90,1.46,15.75,17.59,10.51,2100000000.0,8.08,2100000000.0,3410000000.0,6.84,0.64,1.46,6.85,1.46,501700000.0,2100000000.0,385700000.0,1.26,301.80,20.30,1010000000.0,3.39,2350000000.0,3.42,1.49,338100000.0,2100000000.0,0.81,62.37,43840000.0,3.58,14.86,39060000.0,N/A
97,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,300.39,21.30,2.77,21.97,13.21,18.21,14.74,16710000000.0,46.80,16710000000.0,18040000000.0,20.02,2.49,2.99,14.46,2.99,2670000000.0,16710000000.0,6.06,6.06,56.40,0.70,3.78,3.78,2280000000.0,1.22,5.88,593370000.0,16710000000.0,0.10,77.65,7600000.0,7.12,6.59,6770000.0,N/A
98,N/A,N/A,cma,N/A,N/A,N/A,N/A,N/A,46.07,23.67,5.47,2.13,24.01,43.41,1.03,16920000000.000002,17.78,16920000000.000002,16350000000.000002,13.48,0.57,5.28,24.01,5.28,4.14,16920000000.000002,4.14,4.14,31.70,18.30,5420000000.0,31.35,4730000000.0,46.07,46.07,1100000000.0,16920000000.000002,0.79,85.51,2980000.0,1.75,1.70,3340000.0,N/A
99,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,91.17,7.26,1.90,2.34,26.87,20.76,5.97,160240000000.0,17.95,160240000000.0,215460000000.0,12.50,0.84,2.55,7.75,2.55,59140000000.0,160240000000.0,22710000000.0,4.75,552.70,4.20,3440000000.0,0.74,64560000000.0,0.75,14.77,21400000000.0,160240000000.0,0.68,85.32,67440000.0,2.55,1.43,58020000.0,N/A
100,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,9.96,13.59,15.16,2.46,111.49,63.18,1.98,55250000000.0,10.76,55250000000.0,56120000000.0,23.06,1.62,15.40,22.35,15.40,3530000000.0,55250000000.0,4059999999.9999995,11.94,687.10,1.40,1990000000.0,5.86,2230000000.0,1.03,66.07,1840000000.0,55250000000.0,0.68,85.39,4800000.0,3.98,1.42,4570000.0,N/A
101,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,1.94,53.56,2.05,6.79,3.94,6.35,8.72,9200000000.0,157.12,9200000000.0,8900000000.0,30.32,1.64,1.99,19.88,1.99,756220000.0,9200000000.0,176250000.0,6.17,174.10,7.30,508950000.0,18.22,1.94,1.94,48.69,467100000.0,9200000000.0,2.83,51.68,5460000.0,3.12,24.61,5570000.0,N/A
102,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,24.57,27.22,1.31,3.70,4.89,9.78,7.55,26750000000.0,122.60,26750000000.0,26470000000.0,12.12,1.19,1.30,10.27,1.30,5090000000.0,26750000000.0,5.97,5.97,1570000000.0,21.60,1570000000.0,9.48,2009999999.9999998,1.57,43.94,2280000000.0,26750000000.0,0.27,85.63,4150000.0000000005,3.01,2.67,4.32,N/A
103,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,234.19,27.47,1.93,2.86,6.99,20.69,3.81,12720000000.0,23.51,12720000000.0,23100000000.0,18.02,2.76,3.51,10.98,3.51,2500000000.0,12720000000.0,1.64,1.64,0.64,8.40,0.64,0.64,10490000000.0,0.89,15.77,1700000000.0,12720000000.0,0.61,91.56,5100000.0,2.44,2.04,5880000.0,N/A
104,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,188.57,6.56,1.22,2.49,18.64,11.15,3.01,11690000000.0,22.31,11690000000.0,19140000000.0,16.42,2.04,1.99,9.02,1.99,2500000000.0,11690000000.0,1790000000.0,4.13,183.20,26.80,1220000000.0,2.83,8840000000.0,1.11,10.88,1420000000.0,11690000000.0,0.22,79.48,6530000.0,2.61,1.70,5240000.0,N/A
105,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,56.78,9.33,2.97,0.88,31.86,3.83,0.35,3540000000.0,5.22,3540000000.0,5120000000.0,24.08,0.75,4.29,8.60,4.29,625360000.0,3540000000.0,295040000.0,1.65,509170000.0,625360000.0,509170000.0,2.28,2210000000.0,1.93,17.43,648690000.0,3540000000.0,1.51,103.54,6940000.0,1.98,3.90,6780000.0,N/A
106,N/A,N/A,cof,N/A,N/A,N/A,N/A,N/A,91.39,27.97,2.41,1.07,10.07,30.84,0.59,47370000000.0,40.66,47370000000.0,92420000000.0,9.03,0.70,4.70,10.07,4.70,1840000000.0,47370000000.0,1840000000.0,3.48,15080000000.0,5.70,15080000000.0,31.06,61550000000.0,91.39,91.39,14180000000.0,47370000000.0,0.67,91.22,6220000.0,2.65,1.30,6590000.0,N/A
107,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,60.30,110.83,6.32,4.37,5.75,2.06,0.46,11040000000.0,3.77,11040000000.0,12080000000.0,14.17,0.45,6.91,11.90,6.91,1170000000.0,11040000000.0,100390000.0,0.22,480050000.0,21.40,480050000.0,1.04,1520000000.0,1.21,5.48,898160000.0,11040000000.0,1.57,99.60,16379999.999999998,2.67,3.57,16790000.0,N/A
108,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,115.96,25.06,2.90,3.49,10.99,17.50,6.49,22170000000.0,49.69,22170000000.0,29100000000.0,17.24,1.59,3.81,17.76,3.81,1950000000.0,22170000000.0,5.40,5.40,93.10,68.60,3.56,3.56,7380000000.0,1.56,38.77,1110000000.0,22170000000.0,0.41,69.12,0.11,0.11,0.00,1.32,N/A
109,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,63.97,21.01,2.37,2.33,2.86,8.70,1.99,70850000000.0,24.47,70850000000.0,75970000000.0,21.01,0.22,2.54,7.78,2.54,11460000000.0,70850000000.0,0.70,0.70,10100000000.0,19.00,10100000000.0,8.6,19700000000.0,1.76,26.00,7080000000.0,70850000000.0,0.08,72.65,25880000.0,3.94,2.09,26170000.0,N/A
110,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,53.97,27.70,0.60,6.94,2.18,3.22,7.37,81550000000.0,310.14,81550000000.0,82890000000.0,24.23,2.26,0.61,14.23,0.61,17140000000.0,81550000000.0,2960000000.0,6.71,36.10,10.80,5830000000.0,13.29,6500000000.0,1.00,26.78,5550000000.0,81550000000.0,0.65,74.25,15130000.0,5.37,3.47,14040000.0,N/A
111,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,200.41,12.44,1.65,6.69,13.41,20.73,12.80,12980000000.0,26.02,12980000000.0,16360000000.0,13.16,2.38,2.08,8.37,2.08,3060000000.0,12980000000.0,1050000000.0,3.47,182.20,0.40,0.69,0.69,3910000000.0,0.64,6.45,1280000000.0,12980000000.0,41.93,51.73,23340000.0,9.61,13.29,23570000.0,N/A
112,N/A,N/A,crm,N/A,N/A,N/A,N/A,N/A,23.78,704.35,8.37,9.31,1.22,2.25,0.76,87700000000.0,14.66,87700000000.0,84060000000.0,44.85,1.96,8.02,93.74,8.02,7710000000.0,87700000000.0,127480000.0,0.1700,4520000000.0,24.30,4520000000.0,6.18,2230000000.0,0.92,12.86,2740000000.0,87700000000.0,5.08,87.39,0.00,0.00,0.00,0.00,N/A
113,N/A,N/A,csc,N/A,N/A,N/A,N/A,N/A,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,71.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A
114,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,75.78,14.57,4.16,3.89,3.00,26.09,6.09,179460000000.0,9.68,179460000000.0,179460000000.0,14.57,1.69,3.73,12.40,3.73,30220000000.0,179460000000.0,1440000000.0,0.29,73680000000.0,2.70,73680000000.0,15.3,39390000000.0,2.43,10.68,14520000000.0,179460000000.0,0.08,79.67,45460000.0,2.72,0.91,49340000.0,N/A
115,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,80.22,9.25,4.31,3.35,47.96,33.93,6.80,49160000000.0,12.52,49160000000.0,60450000000.0,15.26,0.99,5.30,11.65,5.30,8430000000.0,49160000000.0,5470000000.0,5.990,803.90,5.70,0.47,0.47,11810000000.0,1.01,16.52,3470000000.0,49160000000.0,5.10,77.25,16320000.0,2.71,1.86,15900000.0,N/A
116,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,111.01,33.83,3.03,7.12,9.27,15.72,10.54,18210000000.0,56.84,18210000000.0,19940000000.0,24.21,1.76,3.32,16.73,3.32,2380000000.0,18210000000.0,489280000.0,5.05,2.30,26.40,258730000.00000003,2.43,2830000000.0,1.77,23.98,841170000.0,18210000000.0,14.80,68.23,3870000.0,8.2,4.39,3520000.0,N/A
117,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,160.60,7.77,1.04,0.78,7.87,13.46,2.42,18380000000.0,28.12,18380000000.0,54070000000.0,14.68,1.45,3.06,8.64,3.06,9450000000.0,18380000000.0,1390000000.0,2.210,559.50,24.10,0.51,0.51,37730000000.0,0.86,21.97,3880000000.0,18380000000.0,0.83,79.46,51360000.0,2.91,9.41,138770000.0,N/A
