,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
118,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,8.18,32.06,3.22,4.47,10.15,17.48,10.98,47700000000.0,24.98,47700000000.0,43430000000.0,15.81,1.30,2.93,14.32,2.93,5660000000.0,47700000000.0,1500000000.0,2.5300,5060000000.0,10.60,5060000000.0,8.6,8.18,3.21,18.15,2410000000.0,47700000000.0,0.73,92.41,10160000.0,3.16,1.74,8640000.0,N/A
119,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,214.36,16.86,4.49,13.48,0.73,23.42,6.77,12670000000.0,18.73,12670000000.0,13250000000.0,16.86,2.04,4.69,16.29,4.69,2390000000.0,12670000000.0,21980000.0,0.14,1750000000.0,5.90,1750000000.0,12.84,2130000000.0,1.55,6.91,908280000.0,12670000000.0,1.23,105.74,5500000.0,3.08,3.52,5850000.0,N/A
120,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,71.69,10.02,0.35,1.74,3.58,5.44,6.62,65560000000.0,181.14,65560000000.0,88540000000.0,9.65,1.60,0.48,7.07,0.48,28550000000.0,65560000000.0,6610000000.0,6.44,92.60,5.30,1810000000.0,1.79,27030000000.0,1.02,37.17,8010000000.0,65560000000.0,0.18,86.05,25580000.0,2.57,2.48,24840000.0,N/A
121,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,25.96,24.02,1.75,1.50,7.21,2.74,0.85,222530000000.0,67.70,222530000000.0,251140000000.0,18.40,0.36,1.97,11.48,1.97,39470000000.0,222530000000.0,9190000000.0,4.85,649.60,21.30,4820000000.0,2.52,38760000000.0,1.03,77.77,20520000000.0,222530000000.0,0.05,66.37,22890000.0,4.11,1.21,22840000.0,N/A
122,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,193.13,14.17,3.46,2.51,23.83,33.02,3.51,43580000000.0,19.79,43580000000.0,81880000000.0,15.72,2.54,6.51,12.88,6.51,6700000000.0,43580000000.0,4.715,4.715,187.10,4.00,0.19,0.19,37410000000.0,0.45,26.58,4550000000.0,43580000000.0,0.35,68.93,14090000.0,6.56,2.25,12930000.0,N/A
123,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,71.18,10.87,0.92,2.73,8.67,14.20,7.00,37910000000.0,57.28,37910000000.0,45780000000.0,7.42,0.71,1.11,5.80,1.11,23890000000.0,37910000000.0,3580000000.0,4.95,8.00,8.30,2640000000.0,3.74,9900000000.0,0.42,19.74,5150000000.0,37910000000.0,48.59,0.00,9200000.0,1.56,1.25,11080000.0,N/A
124,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,42.75,10.77,0.35,1.33,3.45,4.22,4.48,2250000000.0,217.72,2250000000.0,2790000000.0,16.02,4.80,0.44,5.55,0.44,2250000000.0,2250000000.0,221300000.0,7.502,176.90,6.30,6.66,6.66,730300000.0,1.66,60.79,274200000.0,2250000000.0,16.75,107.29,7240000.0,9.82,48.25,7090000.0,N/A
125,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,440.18,34.19,1.60,5.26,4.68,11.33,3.51,48700000000.0,94.75,48700000000.0,87190000000.0,13.16,0.60,2.87,17.12,2.87,9800000000.0,48700000000.0,1420000000.0,4.40,2740000000.0,24.90,2740000000.0,8.45,40840000000.0,2.00,28.58,1640000000.0,48700000000.0,0.12,79.11,11580000.0,6.42,3.64,11030000.0,N/A
126,N/A,N/A,df,N/A,N/A,N/A,N/A,N/A,139.22,12.82,0.10,1.20,0.79,2.00,3.81,790290000.0,85.75,790290000.0,1650000000.0,10.82,9.56,0.21,5.06,0.21,1820000000.0,790290000.0,47420000.0,0.675,59.40,4.10,16510000.000000002,0.18,913200000.0,1.52,7.20,144800000.0,790290000.0,11.70,89.39,9260000.0,5.05,13.72,10530000.0,N/A
127,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,241.73,13.27,3.47,2.49,28.68,49.55,2.18,25430000000.0,19.56,25430000000.0,39750000000.0,8.41,0.95,5.43,28.68,5.43,2029999999.9999998,25430000000.0,2029999999.9999998,5.42,31.30,8.70,13310000000.0,37.52,26330000000.0,1.41,28.86,5210000000.0,25430000000.0,14.28,0.00,4620000.0,1.95,1.21,4680000.0,N/A
128,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,49.07,16.89,1.09,4.20,6.56,8.55,10.38,25560000000.0,86.05,25560000000.0,27540000000.0,14.19,1.00,1.17,11.42,1.17,7220000000.0,25560000000.0,1540000000.0,5.63,71.90,2.00,267440000.0,0.99,3010000000.0,1.43,22.66,1800000000.0,25560000000.0,0.18,99.75,10790000.0,5.26,4.42,13060000.0,N/A
129,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,78.33,18.13,1.76,2.74,10.01,16.66,7.79,13540000000.0,56.27,13540000000.0,17680000000.0,14.45,1.63,2.29,11.38,2.29,2990000000.0,13540000000.0,5.50,5.50,63.90,4.00,1.01,1.01,3940000000.0,1.24,36.45,1180000000.0,13540000000.0,0.42,91.51,5570000.0,4.24,5.23,4850000.0,N/A
130,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,40.45,17.48,1.21,2.23,7.03,11.68,8.59,17590000000.0,38.73,17590000000.0,18810000000.0,10.71,0.58,1.30,10.74,1.30,3050000000.0,17590000000.0,1020000000.0,2.68,8.50,14.80,895800000.0,2.38,3260000000.0,8.22,20.98,388300000.0,17590000000.0,6.73,86.01,0.00,0.00,0.00,0.5,N/A
131,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,39.90,28.09,3.78,2.62,13.60,17.35,4.32,69290000000.0,26.34,69290000000.0,79520000000.0,20.89,2.88,4.34,18.00,4.34,10190000000.0,69290000000.0,2470000000.0,3.53,14.70,10.90,630300000.0,0.9,10520000000.0,1.43,37.84,3480000000.0,69290000000.0,11.85,79.89,0.00,0.00,0.00,0.64,N/A
132,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,54.10,14.42,2.73,3.50,19.61,25.27,9.29,151980000000.0,35.98,151980000000.0,172680000000.0,13.49,1.30,3.10,10.21,3.10,24830000000.0,151980000000.0,10920000000.0,7.01,78.40,3.80,4680000000.0,3.11,26090000000.0,0.87,28.86,13130000000.0,151980000000.0,4.42,64.10,22320000.0,2.93,1.41,23510000.0,N/A
133,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,294.35,6.65,2.45,2.41,4.90,32.34,7.27,16840000000.0,13.74,16840000000.0,17950000000.0,6.65,0.98,2.61,7.03,2.61,4219999999.9999995,16840000000.0,0.592,0.592,7490000000.0,11.50,7490000000.0,15.13,14790000000.0,5.34,9.31,1630000000.0,16840000000.0,1.68,124.73,35290000.0,5.93,120.02,33560000.0,N/A
134,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,3.36,11.54,0.42,1.86,3.77,5.76,7.49,3630000000.0,80.30,3630000000.0,3500000000.0,11.28,2.20,0.41,4.77,0.41,2370000000.0,3630000000.0,323440000.0,3.01,28.60,7.30,101250000.0,0.97,65290000.00000001,1.41,18.66,746310000.0,3630000000.0,3.38,96.31,14800000.0,3.98,17.10,12530000.0,N/A
135,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,661.64,15.75,0.93,65.92,5.88,13.14,11.90,4490000000.0,54.72,4490000000.0,5410000000.0,9.67,1.46,1.12,6.56,1.12,3.21,4490000000.0,3.21,3.21,28.20,12.50,3.81,3.81,1540000000.0,1.47,0.77,273750000.0,4490000000.0,0.12,89.15,3090000.0,1.83,1.15,2740000.0,N/A
136,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,79.06,13.57,1.04,3.23,7.71,9.01,7.82,23220000000.0,93.94,23220000000.0,26780000000.0,15.36,1.20,1.20,10.24,1.20,7020000000.0,23220000000.0,1710000000.0,7.2100,223.20,12.90,1100000000.0,4.63,5680000000.0,1.60,30.26,1510000000.0,23220000000.0,2.69,92.09,4560000.0,2.53,1.98,4940000.0,N/A
137,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,69.88,16.00,1.84,3.57,11.71,20.29,11.35,3610000000.0,40.84,3610000000.0,4190000000.0000005,12.40,1.40,2.13,8.62,2.13,1220000000.0,3610000000.0,228700000.0,4.72,56.20,3.10,59240000.0,1.24,709300000.0,0.92,21.17,338430000.0,3610000000.0,1.35,98.20,4600000.0,18.17,10.69,5200000.0,N/A
138,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,1.04,31.21,2.52,3.19,8.09,23.70,11.01,4380000000.0,47.22,4380000000.0,5560000000.0,13.83,1.61,3.19,12.15,3.19,1740000000.0,4380000000.0,141700000.0,3.79,66.40,1.90,442400000.0,11.96,1680000000.0,1.04,22.42,286500000.0,4380000000.0,0.42,93.80,2.46,2.46,1.74,2.09,N/A
139,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,475.85,6.90,1.00,1.71,14.62,13.05,2.08,1110000000.0,2.85,1110000000.0,4050000000.0,5.15,0.07,3.63,11.39,3.63,668050000.0,1110000000.0,163150000.0,0.41,3080000000.0,20.30,3080000000.0,3080000000.0,3080000000.0,0.44,1.65,267140000.0,1110000000.0,1.64,83.89,60100000.0,7.71,19.68,62530000.0,N/A
140,N/A,N/A,do,N/A,N/A,N/A,N/A,N/A,52.26,119.73,1.47,0.57,1.26,15.63,2.25,2140000000.0000002,10.58,2140000000.0000002,3640000000.0,111.18,3.99,2.51,6.32,2.51,1450000000.0,2140000000.0000002,18350000.0,0.130,376040000.0,12.20,376040000.0,2.74,1970000000.0,3.97,27.50,493810000.0,2140000000.0000002,0.19,116.58,31430000.0,11.78,49.08,33700000.0,N/A
141,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,81.40,18.84,1.92,3.43,10.37,12.70,5.98,18860000000.0,50.30,18860000000.0,18860000000.0,15.02,1.37,2.41,13.58,2.41,2890000000.0,18860000000.0,811670000.0,5.15,83.90,13.50,753960000.0,4.88,3570000000.0,1.39,28.31,821560000.0,18860000000.0,0.98,91.49,2790000.0,2.23,2.02,2630000.0,N/A
142,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,183.19,20.10,3.18,8.68,16.08,20.36,8.59,21280000000.0,36.76,21280000000.0,25640000000.0,21.25,2.13,3.83,16.24,3.83,1580000000.0,21280000000.0,1080000000.0,5.89,207.90,4.10,0.36,0.36,4490000000.0,0.90,13.64,1040000000.0,21280000000.0,0.38,95.47,7310000.0,5.21,3.99,2.32,N/A
143,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,55.11,20.09,1.41,5.05,6.46,9.55,9.31,10730000000.0,61.29,10730000000.0,11590000000.0,16.05,1.31,1.52,11.55,1.52,1570000000.0,10730000000.0,501600000.0,4.32,6.50,14.60,114700000.0,0.93,1090000000.0,0.34,17.19,923900000.0,10730000000.0,0.20,92.49,8410000.0,5.95,7.54,8390000.0,N/A
144,N/A,N/A,dsw,N/A,N/A,N/A,N/A,N/A,2.66,26.79,0.64,1.89,2.40,6.49,7.99,1780000000.0,34.70,1780000000.0,1420000000.0,12.85,3.18,0.51,5.40,0.51,789380000.0,1780000000.0,67300000.0,0.830,61.70,6.70,300540000.0,3.73,2.66,2.66,11.78,0.63,1780000000.0,11.37,109.77,12450000.0,6.07,21.54,12480000.0,N/A
145,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,129.28,16.32,1.47,1.95,8.99,13.21,3.16,18540000000.0,70.43,18540000000.0,31170000000.0,16.80,3.20,2.47,12.41,2.47,3110000000.0,18540000000.0,1130000000.0,6.320,119.10,13.80,0.37,0.37,12920000000.0,1.10,53.03,2120000000.0,18540000000.0,0.55,70.28,3730000.0,3.36,2.34,4040000.0,N/A
146,N/A,N/A,dtv,N/A,N/A,N/A,N/A,N/A,58.42,3110000000.0,3110000000.0,3110000000.0,3110000000.0,3110000000.0,3110000000.0,9220000000.0,3110000000.0,9220000000.0,3110000000.0,3110000000.0,3110000000.0,3110000000.0,3110000000.0,3110000000.0,3110000000.0,9220000000.0,58.42,58.42,58.42,3110000000.0,58.42,58.42,58.42,58.42,58.42,58.42,9220000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
147,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,130.44,17.73,2.41,1.30,13.19,26.30,2.82,55810000000.0,33.13,55810000000.0,107420000000.0,15.62,3.87,4.63,10.59,4.63,10790000000.0,55810000000.0,3060000000.0,4.36,0.51,3.90,0.51,0.51,54440000000.0,0.68,59.63,6630000000.0,55810000000.0,0.07,59.49,8330000.0,3.49,1.19,9030000.0,N/A
148,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,158.31,18.48,1.07,2.49,6.10,14.99,5.41,11620000000.0,57.70,11620000000.0,21260000000.0,12.33,0.68,1.95,8.82,1.95,3240000000.0,11620000000.0,908990000.0,3.47,92.40,25.00,551750000.0,3.03,9340000000.0,2.88,25.70,1970000000.0,11620000000.0,2.03,87.96,0.00,0.00,0.00,0.00,N/A
149,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,74.23,18.65,1.21,1.80,6.53,7.33,2.14,16680000000.0,26.45,16680000000.0,24520000000.0,14.28,0.33,1.78,7.30,1.78,12130000000.0,16680000000.0,1.70,1.70,2670000000.0,50.80,2670000000.0,5.08,10470000000.0,1.45,17.63,2910000000.0,16680000000.0,0.44,83.98,11410000.0,2.06,2.18,11350000.0,N/A
150,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,24.28,37.87,7.31,9.12,19.67,27.73,10.80,37240000000.0,16.53,37240000000.0,33830000000.0,24.33,1.82,6.64,21.95,6.64,3550000000.0,37240000000.0,3.21,3.21,4880000000.0,1.00,4880000000.0,15.92,24.28,1.92,13.31,1320000000.0,37240000000.0,0.54,98.29,0.00,0.00,0.00,0.00,N/A
151,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,124.21,15.38,4.25,5.12,10.62,23.67,5.68,40620000000.0,8.99,40620000000.0,45220000000.0,15.38,1.47,4.73,15.38,4.73,7340000000.0,40620000000.0,1010000000.0,0.95,5860000000.0,9.10,5860000000.0,5.79,10010000000.0,2.19,7.84,3150000000.0,40620000000.0,5.96,90.42,25490000.0,2.55,2.53,22420000.0,N/A
152,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,95.24,27.32,2.92,5.32,10.90,14.89,6.72,40420000000.0,47.78,40420000000.0,46580000000.0,23.52,2.09,3.37,15.77,3.37,6430000000.0,40420000000.0,1510000000.0,5.13,54.50,8.90,211400000.0,0.73,7320000000.0,1.34,26.33,2089999999.9999998,40420000000.0,0.46,90.79,6180000.0,5.8,2.42,5230000.0,N/A
153,N/A,N/A,ecyt,N/A,N/A,N/A,N/A,N/A,21.68,10.45,645.79,4.43,0.00,843.14,18.57,605210000.0,0.00,605210000.0,401020000.0,10.45,645.79,728.81,11.34,728.81,35370000.0,605210000.0,55060000.0,1.25,97470000.0,0.00,97470000.0,2.02,21.68,21.68,1.98,33660000.0,605210000.0,6.27,47.30,2960000.0,2.6,7.79,2540000.0,N/A
154,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,107.66,15.73,2.00,1.45,12.67,21.68,3.38,24120000000.0,39.18,24120000000.0,39640000000.0,17.42,5.82,3.29,10.03,3.29,6110000000.0,24120000000.0,1520000000.0,4.94,145.10,9.40,2.57,2.57,16610000000.0,0.72,53.72,3370000000.0,24120000000.0,0.19,58.31,10130000.0,6.9,3.33,9970000.0,N/A
155,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,83.49,24.61,4.27,4.50,17.47,24.53,7.42,14370000000.0,28.00,14370000000.0,16500000000.0,18.46,2.65,4.91,14.79,4.91,2150000000.0,14370000000.0,587300000.0,4.83,40.10,4.70,336400000.0,2.8,2700000000.0,0.60,26.43,483980000.0,14370000000.0,0.70,95.35,4460000.0,2.56,3.74,3800000.0,N/A
156,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,104.54,36.62,1.67,1.76,4.59,18.11,2.68,20520000000.0,37.79,20520000000.0,33930000000.0,13.91,5.84,2.75,8.25,2.75,4640000000.0,20520000000.0,1.720,1.720,1090000000.0,11.70,1090000000.0,3.35,14520000000.0,0.53,35.82,3590000000.0,20520000000.0,0.18,83.62,3840000.0,2.31,1.18,3860000.0,N/A
157,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,82.52,52.54,4.34,12.16,8.43,17.28,11.58,55460000000.0,34.70,55460000000.0,54430000000.0,30.77,2.43,4.26,20.10,4.26,9390000000.0,55460000000.0,1080000000.0,2.870,71.30,16.70,2500000000.0,6.8,3790000000.0,1.76,12.40,2430000000.0,55460000000.0,1.10,91.46,5870000.0,2.87,2.98,5140000.0,N/A
158,N/A,N/A,emc,N/A,N/A,N/A,N/A,N/A,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,29.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
159,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,119.34,11.08,1.57,2.78,14.49,17.30,6.57,14980000000.0,65.95,14980000000.0,21750000000.0,11.47,1.05,2.28,9.72,2.28,2450000000.0,14980000000.0,1380000000.0,9.47,323.30,8.00,1.34,1.34,6540000000.0,1.59,37.81,1660000000.0,14980000000.0,0.47,89.84,5500000.0,4.32,3.79,4620000.0,N/A
160,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,65.19,27.58,2.74,5.20,10.09,17.42,9.26,43440000000.0,24.75,43440000000.0,46030000000.0,19.11,1.80,2.90,13.71,2.90,6400000000.0,43440000000.0,1670000000.0,2.48,26.90,18.70,3100000000.0,4.88,5470000000.0,1.32,13.16,2120000000.0,43440000000.0,0.63,71.28,0.00,0.00,0.00,1.94,N/A
161,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,39.22,23.56,5.39,3.73,22.88,9.48,2.26,60800000000.0,19.64,60800000000.0,65900000000.00001,21.14,0.28,5.84,13.41,5.84,9270000000.0,60800000000.0,2580000000.0,4.46,834230000.0,46.00,834230000.0,1.44,6390000000.0,1.20,28.15,4269999999.9999995,60800000000.0,0.48,87.78,9820000.0,3.46,1.71,8630000.0,N/A
162,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,82.64,38.64,9.72,2.27,24.42,34.36,2.57,24020000000.0,6.74,24020000000.0,31110000000.0,46.59,18.86,12.59,19.48,12.59,1650000000.0,24020000000.0,600360000.0,1.63,54.80,4.20,55790000.0,0.15,8960000000.0,0.16,27.73,1270000000.0,24020000000.0,2.18,95.94,8380000.000000001,5.57,2.60,9540000.0,N/A
163,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,39.81,5.94,4.22,0.95,50.49,39.42,3.27,12620000000.0,15.95,12620000000.0,20080000000.0,19.97,0.96,6.72,8.86,6.72,2160000000.0,12620000000.0,1510000000.0,8.04,147320000.0,61.50,147320000.0,0.56,7330000000.0,0.94,50.39,1640000000.0,12620000000.0,0.72,92.87,14230000.0,2.63,9.27,29170000.0,N/A
164,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,88.35,8.94,0.39,2.16,4.51,5.53,6.53,38870000000.0,172.49,38870000000.0,53470000000.0,6.80,0.66,0.53,7.50,0.53,8760000000.0,38870000000.0,4520000000.0,7.74,62.20,2.10,2310000000.0,4.09,16010000000.000002,0.67,32.10,5350000000.0,38870000000.0,0.35,90.30,31160000.0,7.54,5.16,31570000.0,N/A
165,N/A,N/A,esv,N/A,N/A,N/A,N/A,N/A,54.42,4.94,1.11,0.23,16.48,5.56,0.44,2049999999.9999998,5.54,2049999999.9999998,6010000000.0,4.94,0.03,3.26,12.38,3.26,653500000.0,2049999999.9999998,305100000.0,0.92,885400000.0,10.00,885400000.0,2.03,4750000000.0,2.12,20.03,258600000.00000003,2049999999.9999998,58.45,0.00,0.00,0.00,0.00,0.04,N/A
166,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,47.44,26.20,5.89,2.43,24.23,44.79,1.09,14930000000.0,9.28,14930000000.0,15390000000.0,15.06,0.77,6.07,24.23,6.07,2530000000.0,14930000000.0,2.15,2.15,1.60,25.80,2690000000.0,3290000000.0,3290000000.0,1.29,23.19,1120000000.0,14930000000.0,0.44,96.43,4620000.0,2.22,1.87,4820000.0,N/A
167,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,44.93,11.84,1.70,2.02,14.63,12.27,4.96,34660000000.0,45.90,34660000000.0,41850000000.0,13.95,1.88,2.05,12.25,2.05,6650000000.0,34660000000.0,2980000000.0,6.68,28.30,7.10,1100000000.0,2.49,7770000000.0,1.64,39.22,2670000000.0,34660000000.0,0.33,80.84,6050000.0,2.37,1.35,4710000.0,N/A
168,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,203.62,34.49,1.29,1.78,3.72,17.11,2.56,14270000000.0,61.64,14270000000.0,30060000000.0,13.87,2.08,2.71,8.43,2.71,4310000000.0,14270000000.0,411610000.0,2.28,781270000.0,0.90,781270000.0,4.32,16680000000.0,0.65,44.28,2620000000.0,14270000000.0,0.24,88.29,3480000.0,2.43,2.17,3280000.0,N/A
169,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,35.06,51.90,8.59,9.94,16.99,29.80,12.54,29500000000.0,16.29,29500000000.0,51.90,27.59,2.16,8.44,26.23,8.44,2560000000.0,29500000000.0,583600000.0,2.70,1340000000.0,15.70,1340000000.0,6.37,1040000000.0,1.80,14.10,640010000.0,29500000000.0,3.94,0.00,2230000.0,1.23,1.06,2800000.0,N/A
170,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,110.74,9.74,1.11,1.25,11.24,14.15,2.56,37330000000.0,35.41,37330000000.0,71710000000.0,12.77,4.03,2.14,7.40,2.14,9370000000.0,37330000000.0,3770000000.0,3.97,817.20,6.50,0.93,0.93,35580000000.0,1.10,30.99,7480000000.0,37330000000.0,0.21,79.76,13300000.0,2.86,1.44,13880000.0,N/A
171,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,2.33,23.51,1.60,5.60,7.07,10.06,14.73,11070000000.0,38.61,11070000000.0,10260000000.0,20.14,2.54,1.48,13.76,1.48,2320000000.0,11070000000.0,489340000.0,2.690,51.00,15.80,1050000000.0,5.95,2.33,2.33,11.29,488640000.0,11070000000.0,0.96,95.18,9510000.0,8.98,5.91,9450000.0,N/A
172,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,69.08,45.63,1.67,3.70,3.76,6.63,2.43,16760000000.000002,66.35,16760000000.000002,17180000000.0,19.65,1.53,1.71,14.82,1.71,8300000000.000001,16760000000.000002,377960000.0,2.420,30.60,10.80,3320000000.0,21.83,4250000000.0,0.70,29.80,1800000000.0,16760000000.000002,12.34,89.49,12410000.0,3.18,10.26,12480000.0,N/A
173,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,1.94,29.13,0.26,0.86,0.91,2.46,2.77,547290000.0,27.20,547290000.0,299580000.0,13.27,1.46,0.14,2.10,0.14,663200000.0,547290000.0,19370000.0,0.246,29.20,2.20,236220000.0,3.02,1.94,1.94,8.35,118570000.0,547290000.0,1.78,111.23,9110000.0,5.05,13.48,9240000.0,N/A
174,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,440.62,5.93,0.29,1.28,4.85,3.22,1.27,170510000000.0,39.44,170510000000.0,170510000000.0,7.41,3.54,1.09,12.63,1.09,16340000000.0,170510000000.0,7600000000.0,1.900,26490000000.0,6.90,26490000000.0,6.67,154290000000.0,1.23,8.78,18100000000.0,170510000000.0,23.80,7.61,0.03,0.03,0.03,0.6,N/A
175,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,19.79,27.49,3.62,7.57,13.18,20.06,19.73,15880000000.0,15.23,15880000000.0,16200000000.0,20.14,1.45,3.69,16.07,3.69,2160000000.0,15880000000.0,578600000.0,2.01,32.80,14.80,116900000.0,0.41,19.79,5.51,7.29,585200000.0,15880000000.0,0.27,86.80,26330000.0,12.27,10.17,24760000.0,N/A
176,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,12.92,29.68,11.43,6.25,39.20,49.70,16.89,464740000000.0,14.01,464740000000.0,437290000000.0,18.22,0.82,10.76,18.83,10.76,35200000000.0,464740000000.0,15920000000.0,5.39,19.60,47.30,41710000000.0,14.36,12.92,12.92,25.59,24220000000.0,464740000000.0,2.12,72.84,21720000.0,1.32,0.93,21200000.0,N/A
177,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,116.12,14.36,1.59,3.27,11.08,23.73,6.52,26050000000.0,11.34,26050000000.0,39360000000.0,12.58,0.32,2.40,6.72,2.40,4380000000.0,26050000000.0,1750000000.0,1.253,256.50,15.20,4500000000.0,3.11,13120000000.0,2.14,5.51,4680000000.0,26050000000.0,0.43,71.65,36200000.0,2.1,2.80,31400000.0,N/A
178,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,93.04,14.60,1.00,3.38,6.99,8.36,6.77,63930000000.0,238.74,63930000000.0,77930000000.0,13.75,1.07,1.22,9.29,1.22,8390000000.000001,63930000000.0,4460000000.0,16.39,269.00,10.20,2790000000.0,10.44,17580000000.0,1.43,70.71,3450000000.0,63930000000.0,7.59,76.46,0.00,0.00,0.00,0.85,N/A
179,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,573.17,14.11,1.18,3.84,12.65,18.92,3.77,16140000000.0,30.69,16140000000.0,37980000000.0,14.11,2.97,2.79,9.57,2.79,9440000000.0,16140000000.0,1720000000.0,3.8830,1.24,2.00,1.24,1.24,22500000000.0,0.76,8.81,3810000000.0,16140000000.0,5.05,0.00,0.00,0.00,0.00,1.44,N/A
180,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,1.46,22.15,4.23,7.23,19.79,27.73,14.86,8870000000.0,33.07,8870000000.0,8039999999.999999,14.00,2.08,3.83,12.68,3.83,1740000000.0,8870000000.0,414970000.0,6.48,6.10,1.40,16.24,16.24,1.46,1.46,19.84,740930000.0,8870000000.0,0.33,114.50,3430000.0,4.14,5.31,3400000.0,N/A
181,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,12.82,29.28,4.63,1.48,12.32,32.62,0.51,6220000000.0,5.56,6220000000.0,7350000000.0,11.13,1.88,5.47,12.32,5.47,159320000.0,6220000000.0,159320000.0,0.65,3860000000.0,16.60,3860000000.0,11.8,4990000000.0,12.82,12.82,17360000.0,6220000000.0,1.35,85.15,23650000.0,8.05,10.26,22840000.0,N/A
182,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,80.07,24.66,3.52,2.98,14.46,18.31,4.13,32090000000.000004,27.65,32090000000.000004,40390000000.0,16.76,1.46,4.43,16.11,4.43,2940000000.0,32090000000.000004,1320000000.0,3.93,377.30,4.80,2.01,2.01,8760000000.0,0.92,32.54,1740000000.0,32090000000.000004,0.84,89.55,3310000.0,1.92,1.01,3860000.0,N/A
