,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
136,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,127.50,19.44,1.55,2.02,8.01,13.29,3.24,18930000000.0,68.21,18930000000.0,31430000000.0,18.48,3.70,2.57,12.88,2.57,2800000000.0,18930000000.0,5.43,5.43,20.10,10.80,0.35,0.35,12560000000.0,1.08,52.25,1870000000.0,18930000000.0,0.50,70.85,3730000.0,3.36,2.34,4040000.0,N/A
137,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,128.03,25.92,2.40,1.33,9.27,27.91,3.01,55180000000.0,32.86,55180000000.0,108210000000.0,16.42,6.53,4.71,10.37,4.71,9770000000.0,55180000000.0,2730000000.0,3.04,18.90,1.50,0.4,0.4,53310000000.0,0.71,59.47,6200000000.0,55180000000.0,0.05,60.09,8330000.0,3.49,1.19,9030000.0,N/A
138,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,87.69,14.92,1.83,3.23,12.32,14.27,4.12,23050000000.0,24.22,23050000000.0,30730000000.0,15.07,0.16,2.44,9.06,2.44,10620000000.0,23050000000.0,1540000000.0,2.94,77.00,17.90,2780000000.0,5.29,10470000000.0,1.63,13.58,2930000000.0,23050000000.0,0.42,79.97,11410000.0,2.06,2.18,11350000.0,N/A
139,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,88.61,5.97,4.57,3.80,80.45,23.96,6.03,42710000000.0,8.65,42710000000.0,46680000000.0,18.34,2.11,4.99,15.99,4.99,6970000000.0,42710000000.0,7530000000.0,6.85,26.60,8.70,6030000000.0,5.77,88.61,2.46,10.76,2780000000.0,42710000000.0,5.75,87.88,25490000.0,2.55,2.53,22420000.0,N/A
140,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,103.54,31.17,2.95,5.53,9.67,15.00,6.64,39910000000.0,46.65,39910000000.0,47310000000.0,25.97,2.42,3.49,16.26,3.49,6250000000.0,39910000000.0,1310000000.0,4.43,4.90,5.20,209100000.0,0.72,7560000000.0,1.23,25.00,1890000000.0,39910000000.0,0.44,89.53,6180000.0,5.8,2.42,5230000.0,N/A
141,N/A,N/A,ecyt,N/A,N/A,N/A,N/A,N/A,24.01,3.92,441.93,1.68,0.00,669.42,19.16,170940000.0,0.00,170940000.0,67860000.0,3.92,441.93,969.36,1.75,969.36,38730000.0,170940000.0,57560000.0,1.36,103080000.0,0.00,103080000.0,2.15,24.01,24.01,2.13,35960000.0,170940000.0,8.76,42.77,2960000.0,2.6,7.79,2540000.0,N/A
142,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,103.86,20.21,2.12,1.65,10.41,21.59,3.29,24930000000.0,38.53,24930000000.0,40550000000.0,18.87,6.34,3.44,10.53,3.44,5720000000.0,24930000000.0,1230000000.0,3.98,8.00,6.00,0.22,0.22,15690000000.0,0.79,48.72,3350000000.0,24930000000.0,0.23,58.86,10130000.0,6.9,3.33,9970000.0,N/A
143,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,85.50,28.78,4.60,4.93,16.18,26.28,7.84,15310000000.0,27.71,15310000000.0,17700000000.0,21.25,2.63,5.32,15.21,5.32,2029999999.9999998,15310000000.0,4.43,4.43,27.50,3.80,315400000.0,2.63,2710000000.0,0.67,25.84,860300000.0,15310000000.0,0.66,96.83,4460000.0,2.56,3.74,3800000.0,N/A
144,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,89.78,14.27,1.70,1.64,12.01,17.68,2.52,20350000000.0,36.76,20350000000.0,34280000000.0,14.66,3.77,2.86,8.60,2.86,4470000000.0,20350000000.0,1430000000.0,4.38,11.60,2.50,0.36,0.36,13130000000.0,0.51,38.11,3440000000.0,20350000000.0,0.18,83.44,3840000.0,2.31,1.18,3860000.0,N/A
145,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,82.79,37.21,4.15,10.73,11.30,16.83,11.94,50710000000.0,33.28,50710000000.0,52820000000.0,29.43,2.62,4.32,20.76,4.32,9390000000.0,50710000000.0,1380000000.0,3.70,45.20,14.30,1830000000.0,4.96,3940000000.0,1.75,12.84,2040000000.0,50710000000.0,1.87,90.89,5870000.0,2.87,2.98,5140000.0,N/A
146,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,131.28,14.87,1.57,2.93,10.76,17.52,6.52,14710000000.0,64.43,14710000000.0,21200000000.0,12.43,1.61,2.26,9.52,2.26,2350000000.0,14710000000.0,1010000000.0,6.88,39.20,7.80,1.36,1.36,6690000000.0,1.83,34.96,1400000000.0,14710000000.0,0.40,87.49,5500000.0,4.32,3.79,4620000.0,N/A
147,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,53.09,31.56,3.10,5.45,9.94,17.63,8.14,47290000000.0,23.77,47290000000.0,49120000000.0,22.04,2.81,3.22,15.16,3.22,6400000000.0,47290000000.0,1640000000.0,2.35,15.10,12.80,3060000000.0,4.77,4660000000.0,1.64,13.59,1910000000.0,47290000000.0,0.62,71.12,0.00,0.00,0.00,1.94,N/A
148,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,45.88,813.33,6.68,4.89,0.10,2.83,0.67,68090000000.0,17.78,68090000000.0,73460000000.0,40.33,0.50,7.20,17.38,7.20,5840000000.0,68090000000.0,9760000.0,0.01,846140000.0,32.60,846140000.0,1.46,6390000000.0,1.27,24.08,3740000000.0,68090000000.0,0.45,88.13,9820000.0,3.46,1.71,8630000.0,N/A
149,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,82.69,30.11,9.59,2.21,30.88,35.03,2.55,23460000000.0,6.68,23460000000.0,31640000000.0,44.92,13.99,12.94,20.02,12.94,1620000000.0,23460000000.0,751780000.0,2.04,33.60,3.00,50930000.0,0.14,8990000000.0,0.13,27.82,1260000000.0,23460000000.0,2.19,96.49,8380000.000000001,5.57,2.60,9540000.0,N/A
150,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,36.06,278.39,5.94,1.67,1.39,23.41,2.48,15580000000.0,15.15,15580000000.0,13050000000.0,35.60,4.75,4.98,8.27,4.98,1240000000.0,15580000000.0,36500000.0,0.21,483560000.0,34.80,483560000.0,2.79,3400000000.0,0.60,35.12,1510000000.0,15580000000.0,0.67,71.97,14230000.0,2.63,9.27,29170000.0,N/A
151,N/A,N/A,esrx,N/A,N/A,N/A,N/A,N/A,93.63,13.35,0.46,2.89,3.64,5.41,6.59,46060000000.0,168.43,46060000000.0,57270000000.0,9.40,0.73,0.57,8.03,0.57,8620000000.0,46060000000.0,3620000000.0,6.09,16.40,2.90,3400000000.0,14910000000.0,14910000000.0,0.73,28.10,6230000000.0,46060000000.0,0.33,90.17,31160000.0,7.54,5.16,31570000.0,N/A
152,N/A,N/A,esv,N/A,N/A,N/A,N/A,N/A,58.13,7.67,1.53,0.25,3.04,11.61,1.01,2890000000.0,6.30,2890000000.0,4970000000.0,7.67,0.14,2.63,7.74,2.63,1480000000.0,2890000000.0,68900000.0,0.20,1790000000.0,16.10,1790000000.0,5.9,4750000000.0,5.04,26.86,296500000.0,2890000000.0,58.45,0.00,0.00,0.00,0.00,0.04,N/A
153,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,27.43,24.88,5.62,2.31,24.23,44.87,1.09,14250000000.0,9.28,14250000000.0,14490000000.0,14.94,0.69,5.72,24.23,5.72,2089999999.9999998,14250000000.0,2.15,2.15,1.60,26.50,1800000000.0,6.7,1900000000.0,1.34,23.19,1.43,14250000000.0,0.49,97.54,4620000.0,2.22,1.87,4820000.0,N/A
154,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,52.77,13.63,1.90,2.30,14.21,11.78,4.62,38110000000.0,44.87,38110000000.0,45250000000.0,17.03,1.59,2.26,13.81,2.26,6350000000.0,38110000000.0,2850000000.0,6.35,167.50,4.50,1640000000.0,3.71,8780000000.0,1.43,37.66,2410000000.0,38110000000.0,0.32,79.19,6050000.0,2.37,1.35,4710000.0,N/A
155,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,182.43,15.23,1.27,1.62,7.91,16.16,2.38,14110000000.0,61.88,14110000000.0,30100000000.0,15.23,2.03,2.71,8.54,2.71,4310000000.0,14110000000.0,878340000.0,4.90,2.60,3.80,546290000.0,3.03,16219999999.999998,0.78,48.38,2460000000.0,14110000000.0,0.33,86.86,3480000.0,2.43,2.17,3280000.0,N/A
156,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,32.70,37.38,8.18,8.57,22.47,29.97,12.64,27120000000.0,15.66,27120000000.0,26750000000.0,30.16,2.07,8.07,24.92,8.07,2170000000.0,27120000000.0,744900000.0,3.43,20.30,11.10,1400000000.0,6.63,1030000000.0,3.49,14.95,837900000.0,27120000000.0,3.94,0.00,2230000.0,1.23,1.06,2800000.0,N/A
157,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,118.63,17.39,1.13,1.33,6.37,10.61,1.88,37340000000.0,35.25,37340000000.0,71930000000.0,13.17,16.16,2.18,8.36,2.18,8670000000.0,37340000000.0,2100000000.0,2.23,68.20,2.60,1200000000.0,1.25,35960000000.0,1.03,29.25,6760000000.0,37340000000.0,0.19,80.22,13300000.0,2.86,1.44,13880000.0,N/A
158,N/A,N/A,expd,N/A,N/A,N/A,N/A,N/A,2.34,28.17,1.79,6.02,6.50,10.11,14.31,11910000000.0,37.03,11910000000.0,10820000000.0,23.95,2.74,1.62,14.99,1.62,2160000000.0,11910000000.0,432970000.0,2.38,11.80,15.30,1030000000.0,5.82,2.34,2.34,11.14,434420000.0,11910000000.0,0.95,98.30,9510000.0,8.98,5.91,9450000.0,N/A
159,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,67.90,51.25,2.04,4.36,4.09,7.50,2.62,20090000000.0,65.03,20090000000.0,20550000000.0,24.67,1.83,2.09,15.92,2.09,7180000000.0,20090000000.0,402260000.0,2.57,26.10,14.90,3780000000.0,24.79,4240000000.0,0.72,30.24,1940000000.0,20090000000.0,12.27,94.67,12410000.0,3.18,10.26,12480000.0,N/A
160,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,10.50,45.34,0.26,0.90,0.60,2.53,2.72,560890000.0,27.01,560890000.0,444080000.0,14.31,1.73,0.21,3.07,0.21,663200000.0,560890000.0,12710000.0,0.16,46.00,1.50,198290000.0,2.52,67099999.99999999,1.67,8.11,174520000.0,560890000.0,1.75,104.78,9110000.0,5.05,13.48,9240000.0,N/A
161,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,440.62,6.13,0.30,1.35,4.85,3.22,1.27,46280000000.0,39.44,46280000000.0,175070000000.0,7.52,3.51,1.12,12.96,1.12,16309999999.999998,46280000000.0,7600000000.0,1.90,26490000000.0,6.90,26490000000.0,6.53,154290000000.0,1.23,8.60,18100000000.0,46280000000.0,23.80,7.61,0.03,0.03,0.03,0.6,N/A
162,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,19.79,28.73,3.78,7.91,13.18,20.06,19.73,16590000000.0,15.23,16590000000.0,16890000000.0,21.21,1.60,3.85,16.75,3.85,1960000000.0,16590000000.0,578600000.0,2.01,32.70,14.80,116900000.0,0.41,19.79,5.51,7.29,585200000.0,16590000000.0,0.27,87.75,26330000.0,12.27,10.17,24760000.0,N/A
163,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,13.38,36.81,15.13,7.75,41.75,47.91,15.76,552100000000.0,12.61,552100000000.0,513809999999.99994,28.27,1.06,14.08,25.35,14.08,23850000000.0,552100000000.0,15210000000.0,5.16,79.20,47.30,38290000000.0,13.18,13.38,13.38,24.52,21480000000.0,552100000000.0,1.74,72.83,21720000.0,1.32,0.93,21200000.0,N/A
164,N/A,N/A,fcx,N/A,N/A,N/A,N/A,N/A,116.12,15.59,1.72,3.55,11.08,23.70,6.51,28290000000.0,11.34,28290000000.0,40940000000.0,15.27,0.14,2.50,7.31,2.50,2750000000.0,28290000000.0,1760000000.0,1.25,256.50,15.20,4450000000.0,3.07,13120000000.0,2.14,5.51,4680000000.0,28290000000.0,0.41,70.40,36200000.0,2.1,2.80,31400000.0,N/A
165,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,90.54,24.76,1.16,4.22,4.74,8.76,7.07,72020000000.0,233.46,72020000000.0,84700000000.0,16.06,1.45,1.36,9.98,1.36,38300000000.0,72020000000.0,2950000000.0,10.86,10.70,9.30,2770000000.0,10.33,15440000000.0,1.57,63.66,3790000000.0,72020000000.0,7.61,77.86,0.00,0.00,0.00,0.75,N/A
166,N/A,N/A,fe,N/A,N/A,N/A,N/A,N/A,353.81,12.78,1.05,2.23,37.03,18.16,3.22,14280000000.0,30.80,14280000000.0,36540000000.0,12.78,2.23,2.69,9.33,2.69,9080000000.0,14280000000.0,5020000000.0,11.40,4.20,5.10,0.9,0.9,22670000000.0,0.69,14.40,3540000000.0,14280000000.0,6.19,0.00,0.00,0.00,0.00,1.44,N/A
167,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,1.46,21.33,4.13,6.97,19.79,27.73,14.86,8650000000.0,33.07,8650000000.0,7540000000.0,13.47,2.04,3.60,11.90,3.60,1740000000.0,8650000000.0,414970000.0,6.48,6.10,1.40,16.24,16.24,1.46,1.46,19.84,740930000.0,8650000000.0,0.31,99.51,3430000.0,4.14,5.31,3400000.0,N/A
168,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,12.82,31.08,4.91,1.58,12.32,32.42,0.51,6590000000.0,5.56,6590000000.0,7490000000.0,11.81,1.99,5.58,12.32,5.58,159320000.0,6590000000.0,159320000.0,0.65,4139999999.9999995,17.30,4139999999.9999995,12.66,5030000000.0,12.82,12.82,1.18,6590000000.0,1.39,67.05,23650000.0,8.05,10.26,22840000.0,N/A
169,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,90.29,63.66,3.72,3.43,5.82,18.19,4.17,34350000000.0,28.02,34350000000.0,42740000000.0,21.00,1.87,4.62,16.90,4.62,3010000000.0,34350000000.0,1.62,1.62,67.00,4.80,2.16,2.16,9110000000.0,1.25,29.99,1660000000.0,34350000000.0,0.80,89.76,3310000.0,1.92,1.01,3860000.0,N/A
170,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,217.49,33.97,5.30,12.67,16.31,26.41,9.34,29710000000.0,26.32,29710000000.0,34500000000.0,24.37,2.03,6.15,19.57,6.15,2550000000.0,29710000000.0,4.20,4.20,8.40,1.40,1.56,1.56,5110000000.0,1.01,11.26,1400000000.0,29710000000.0,0.32,91.61,3610000.0,3.54,1.98,2410000.0,N/A
171,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,21.67,11.78,3.48,1.54,32.45,40.99,1.54,23530000000.0,9.28,23530000000.0,38860000000.0,12.78,1.88,5.75,32.45,5.75,2100000000.0,23530000000.0,2100000000.0,2.83,30.80,7.40,3380000000.0,4.87,19090000000.0,21.67,21.67,1.55,23530000000.0,0.31,86.67,13340000.0,2.63,1.78,18500000.0,N/A
172,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,4.74,12.99,0.81,2.38,6.79,10.92,13.97,6250000000.0,59.00,6250000000.0,5490000000.0,11.94,9.86,0.71,5.46,0.71,2640000000.0,6250000000.0,3.97,3.97,35.00,0.80,7.34,7.34,4.74,4.41,21.67,492500000.0,6250000000.0,23.88,9.56,0.03,0.03,0.00,1.24,N/A
173,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,22.25,33.63,4.11,3.87,12.30,17.22,7.16,7320000000.0,13.01,7320000000.0,7300000000.0,24.91,1.29,4.10,19.44,4.10,767120000.0,7320000000.0,219010000.0,1.57,8.40,14.70,436960000.0,3.15,420370000.0,3.48,13.65,299010000.0,7320000000.0,0.92,99.67,2069999.9999999998,1.8,1.53,2370000.0,N/A
174,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,47.11,43.03,0.44,2.62,1.03,2.56,3.36,8610000000.0,139.56,8610000000.0,8220000000.000001,24.32,2.70,0.42,11.35,0.42,790320000.0,8610000000.0,201510000.0,1.43,866.30,3.70,2009999999.9999998,14.34,1620000000.0,1.56,23.47,804070000.0,8610000000.0,0.36,87.03,5810000.0,3.91,4.19,6290000.0,N/A
175,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,89.76,35.36,1.61,3.40,4.56,8.48,4.04,5950000000.0,28.30,5950000000.0,6970000000.0,24.64,4.70,1.88,16.17,1.88,1230000000.0,5950000000.0,168590000.0,1.29,502140000.0,6.60,502140000.0,3.84,1590000000.0,2.12,13.42,241900000.0,5950000000.0,0.39,111.64,9820000.0,5.39,8.66,8150000.0,N/A
176,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,79.95,582.47,3.71,5.83,0.65,18.50,6.28,12360000000.0,24.84,12360000000.0,13970000000.0,17.23,1.99,4.19,18.65,4.19,1200000000.0,12360000000.0,285500000.0,0.16,30.70,2.80,93800000.0,0.7,1710000000.0,2.19,15.79,429200000.0,12360000000.0,0.82,94.04,2870000.0,2.46,2.16,2160000.0,N/A
177,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,74.20,69.29,0.17,0.73,12.33,2.01,1.77,470720000.0,58.44,470720000.0,788220000.0,69.29,0.67,0.28,5.86,0.28,1580000000.0,470720000.0,348600000.0,7.21,167030000.0,6.70,167030000.0,3.44,484530000.0,2.32,13.22,210940000.0,470720000.0,12.08,105.48,17830000.0,7.22,75.24,14760000.0,N/A
178,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,8.25,47.04,2.47,1.34,14.29,8.39,2.06,7370000000.0,28.59,7370000000.0,5090000000.0,47.04,9.76,1.71,12.79,1.71,703980000.0,7370000000.0,425800000.0,4.09,36.70,59.60,2720000000.0,26.03,454680000.0,6.85,52.78,1180000000.0,7370000000.0,26.10,53.73,6260000.0,1.95,7.71,5560000.0,N/A
179,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,26.53,178.53,1.13,1.16,0.52,7.14,2.78,15910000000.0,36.99,15910000000.0,12670000000.0,1.13,1.13,0.90,8.19,0.90,1450000000.0,15910000000.0,72570000.0,0.19,60.00,74.30,6900000000.0,14.77,3640000000.0,1.22,29.40,537960000.0,15910000000.0,25.43,0.00,11990000.0,2.86,0.00,0.52,N/A
180,N/A,N/A,ftr,N/A,N/A,N/A,N/A,N/A,521.11,3.14,0.07,0.19,9.17,15.16,3.15,648060000.0,119.97,648060000.0,18130000000.0,3.14,0.27,1.95,4.97,1.95,8900000000.0,648060000.0,1070000000.0000001,13.88,3.64,10.80,3.64,3.64,17770000000.0,0.70,43.46,1890000000.0,648060000.0,3.03,0.00,1.1,1.1,0.00,2.4,N/A
181,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,43.42,31.44,0.43,1.56,1.43,6.43,4.64,1350000000.0,27.77,1350000000.0,1610000000.0,13.84,0.43,0.51,4.70,0.51,1080000000.0,1350000000.0,45070000.0,0.38,109960000.0,3.60,109960000.0,0.98,43.42,1.09,7.73,211280000.0,1350000000.0,0.60,98.96,13150000.0,14.35,16.04,11540000.0,N/A
182,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,34.82,23.67,2.18,5.88,9.40,13.49,7.69,67550000000.0,103.52,67550000000.0,68190000000.0,18.39,1.68,2.20,14.77,2.20,6250000000.0,67550000000.0,2910000000.0,9.56,20.20,0.50,2980000000.0,10.04,3980000000.0,1.40,38.50,3840000000.0,67550000000.0,5.89,87.23,0.00,0.00,0.00,3.36,N/A
183,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,157.61,14.66,1.16,2.18,4.80,6.25,1.27,139880000000.0,13.87,139880000000.0,255740000000.0,14.66,3.30,2.12,378.88,2.12,33409999999.999996,139880000000.0,5910000000.0,0.72,18800000000.0,2.00,18800000000.0,2.17,134600000000.0,74.35,7.41,0.89,139880000000.0,0.09,57.61,123360000.0,1.15,1.42,101480000.0,N/A
184,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,4.33,23.02,0.69,1.71,0.10,3.12,2.82,1570000000.0,27.33,1570000000.0,1380000000.0,23.02,6.92,0.61,10.19,0.61,745040000.0,1570000000.0,3060000.0,0.04,233090000.0,3.30,233090000.0,2.83,40900000.0,2.58,11.18,67490000.0,1570000000.0,29.30,86.22,12060000.0,12.49,33.81,10680000.0,N/A
185,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,115.87,9.73,4.06,4.50,42.22,58.52,16.57,111630000000.0,20.99,111630000000.0,111830000000.0,12.72,0.66,4.07,6.48,4.07,26130000000.0,111630000000.0,11600000000.0,8.79,18.40,13.20,29070000000.0,22.25,29260000000.0,3.68,19.01,12310000000.0,111630000000.0,0.69,79.49,19990000.0,2.14,1.54,19600000.0,N/A
186,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,180.69,22.08,2.20,8.09,10.29,17.09,7.60,34259999999.999996,26.99,34259999999.999996,42990000000.0,18.24,3.62,2.76,13.30,2.76,5560000000.0,34259999999.999996,1600000000.0,2.73,10.60,2.10,962100000.0,1.69,9730000000.0,0.81,7.44,2800000000.0,34259999999.999996,0.31,75.73,0.01,0.01,0.00,1.96,N/A
187,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,26.64,14.37,3.00,1.99,24.98,16.36,3.58,29880000000.0,10.89,29880000000.0,30640000000.0,19.21,2.52,3.08,11.00,3.08,3750000000.0,29880000000.0,2390000000.0,2.39,37.30,4.00,3860000000.0,4.45,4630000000.0,2.69,17.28,2530000000.0,29880000000.0,0.27,75.66,29240000.0,4.92,3.16,24630000.0,N/A
188,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,213.15,21.22,0.37,1.44,1.89,5.73,2.64,61770000000.0,110.62,61770000000.0,137199999999.99998,7.21,0.60,0.83,6.55,0.83,21250000000.0,61770000000.0,7170000000.0,2.05,17250000000.0,13.50,17250000000.0,12.14,92670000000.0,0.94,30.17,14400000000.0,61770000000.0,9.96,74.50,36740000.0,2.76,2.43,36780000.0,N/A
189,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,35.32,4.97,0.20,0.75,3.98,6.53,6.68,1730000000.0,86.29,1730000000.0,2069999999.9999998,5.14,0.43,0.24,2.84,0.24,3010000000.0,1730000000.0,349300000.0,3.43,16.90,1.50,454700000.0,4.49,817200000.0,1.21,22.84,388400000.0,1730000000.0,2.47,108.18,31290000.0,12.33,37.35,27630000.0,N/A
190,N/A,N/A,gnw,N/A,N/A,N/A,N/A,N/A,30.70,4.67,0.18,0.12,3.88,14.08,0.73,1580000000.0,17.66,1580000000.0,2520000000.0,3.16,0.67,0.29,1.98,0.29,1850000000.0,1580000000.0,0.68,0.68,3690000000.0,3.00,3690000000.0,7.4,4630000000.0,1.62,26.19,1990000000.0,1580000000.0,0.27,69.06,13020000.0,4.8,2.61,12060000.0,N/A
191,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,2.52,39.30,7.83,5.20,20.09,26.63,9.96,818820000000.0,151.21,818820000000.0,720800000000.0,28.27,1.74,6.89,20.93,6.89,34440000000.0,818820000000.0,21010000000.0,29.92,33.00,23.70,100140000000.0,144.13,3960000000.0,5.77,226.11,36240000000.0,818820000000.0,11.68,70.80,3650000.0,2.64,0.00,3600000.0,N/A
192,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,33.78,24.07,0.99,4.67,4.16,6.57,7.15,15770000000.0,107.60,15770000000.0,16710000000.0,18.94,2.48,1.05,13.91,1.05,4600000000.0,15770000000.0,661090000.0,4.47,14.50,3.90,210080000.0,1.43,1140000000.0,1.32,23.04,747080000.0,15770000000.0,2.84,78.31,0.00,0.00,0.00,2.7,N/A
193,N/A,N/A,gps,N/A,N/A,N/A,N/A,N/A,41.27,16.06,0.87,4.48,5.57,8.80,10.73,13550000000.0,39.08,13550000000.0,13450000000.0,15.29,2.02,0.87,7.01,0.87,5640000000.0,13550000000.0,2.17,2.17,12.30,1.10,1350000000.0,3.48,1250000000.0,1.73,7.77,1520000000.0,13550000000.0,37.69,57.83,0.72,0.72,0.00,0.92,N/A
194,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,2.76,17.60,3.96,3.33,22.65,21.22,8.61,12110000000.0,16.27,12110000000.0,10960000000.0,21.74,4.43,3.58,14.88,3.58,1680000000.0,12110000000.0,692780000.0,3.67,17.90,2.90,1140000000.0,6.11,2.76,2.76,19.41,675890000.0,12110000000.0,37.56,45.49,15120000.0,13.06,13.74,14380000.0,N/A
195,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,121.93,27.90,1.04,16.66,2.87,0.09,0.11,3120000000.0,5.39,3120000000.0,2710000000.0,27.90,1.57,0.90,32.69,0.90,1360000000.0,3120000000.0,90880000.0,0.16,638660000.0,7.60,638660000.0,1.14,229320000.0,0.86,0.34,153400000.0,3120000000.0,30.83,55.32,36240000.0,3.68,12.72,35530000.0,N/A
196,N/A,N/A,gs,N/A,N/A,N/A,N/A,N/A,474.39,29.77,3.15,1.49,13.36,35.29,0.48,101140000000.0,79.86,101140000000.0,70620000000.0,11.17,0.52,2.20,13.36,2.20,30610000000.0,101140000000.0,3660000000.0,9.01,092.87,4.10,092.87,092.87,474.39,3.07,179.96,1.51,101140000000.0,1.87,79.21,5930000.0,2.23,1.52,4740000.0,N/A
197,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,124.80,9.16,0.59,1.80,6.67,9.50,5.11,8810000000.0,59.42,8810000000.0,14380000000.0,9.36,1.88,0.96,6.66,0.96,4190000000.0000005,8810000000.0,3.90,3.90,59.30,1.90,3.34,3.34,6390000000.0,1.37,19.82,1060000000.0,8810000000.0,0.29,100.37,21810000.0,6.34,8.69,21550000.0,N/A
198,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,312.11,9.73,1.76,2.17,14.91,28.61,5.53,1560000000.0,12.35,1560000000.0,2940000000.0,10.11,1.73,3.32,9.00,3.32,337330000.0,1560000000.0,132220000.0,1.83,172850000.0,7.10,172850000.0,2.41,1840000000.0,3.28,8.22,217560000.0,1560000000.0,4.57,77.13,4400000.0,4.7,6.94,3520000.0,N/A
199,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,128.16,28.47,1.56,8.79,5.62,10.06,11.40,16260000000.000002,180.75,16260000000.000002,18080000000.0,19.26,11.16,1.74,13.78,1.74,4110000000.0000005,16260000000.000002,585730000.0,10.02,149.00,6.50,326880000.0,5.8,2340000000.0,2.13,32.45,1060000000.0,16260000000.000002,8.78,88.73,8700000.0,5.66,16.51,9070000.0,N/A
200,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,131.06,16.36,2.35,5.83,2.24,9.74,4.82,48520000000.0,23.70,48520000000.0,57150000000.0,16.36,1.07,2.77,16.03,2.77,3560000000.0,48520000000.0,0.53,0.53,2340000000.0,47.70,2340000000.0,2.68,10940000000.0,2.22,9.53,2470000000.0,48520000000.0,0.26,83.17,26130000.0,3.11,3.02,22490000.0,N/A
