,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
201,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,96.22,19.96,2.22,5.95,11.34,15.78,9.85,11630000000.0,41.90,11630000000.0,12510000000.0,17.93,2.05,2.39,12.56,2.39,3110000000.0,11630000000.0,594630000.0,4.68,3.00,6.70,1270000000.0,10.19,1880000000.0,2.53,15.71,781260000.0,11630000000.0,9.73,86.18,4760000.0,2.18,4.20,5810000.0,N/A
202,N/A,N/A,hban,N/A,N/A,N/A,N/A,N/A,9.09,16.21,4.27,1.78,28.88,40.92,1.16,17520000000.0,3.79,17520000000.0,29820000000.0,12.37,1.05,7.26,28.88,7.26,1110000000.0,17520000000.0,1110000000.0,1.00,80.80,7.60,1650000000.0,1.54,14260000000.0,9.09,9.09,1.44,17520000000.0,0.96,82.32,16430000.0,1.95,1.52,19610000.0,N/A
203,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,73.71,24.49,5.34,1.60,23.12,26.56,2.40,22440000000.0,11.52,22440000000.0,34060000000.000004,33.11,10.33,8.10,16.67,8.10,2310000000.0,22440000000.0,908160000.0,2.47,75.60,1.60,236250000.0,0.64,11520000000.0,1.39,37.83,1510000000.0,22440000000.0,0.25,89.14,12050000.0,7.4,4.40,11260000.0,N/A
204,N/A,N/A,hcp,N/A,N/A,N/A,N/A,N/A,127.75,21.42,5.89,2.05,27.33,30.38,2.11,11460000000.0,4.15,11460000000.0,21.42,31.06,8.13,9.77,16.75,9.77,2040000000.0,11460000000.0,548990000.0,1.13,133889999.99999999,14.40,133889999.99999999,0.28,7480000000.0,3.89,11.79,853400000.0,11460000000.0,0.24,92.98,9760000.0,2.65,2.43,9500000.0,N/A
205,N/A,N/A,hd,N/A,N/A,N/A,N/A,N/A,006.25,28.78,2.44,95.19,8.66,14.53,20.13,241990000000.0,83.39,241990000000.0,264029999999.99997,22.97,1.81,2.66,16.05,2.66,32310000000.000004,241990000000.0,8600000000.0,7.20,10.00,8.10,3550000000.0,3.04,25590000000.0,1.23,2.18,11610000000.0,241990000000.0,0.11,72.11,11970000.0,2.9,1.00,11480000.0,N/A
206,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,46.53,20.81,3.32,1.29,122.45,45.70,4.80,17059999999.999998,16.35,17059999999.999998,21070000000.0,20.81,2.39,4.10,13.12,4.10,1820000000.0,17059999999.999998,6330000000.0,20.17,2530000000.0,16.80,2530000000.0,8.03,6710000000.0,1.84,41.75,424500000.0,17059999999.999998,11.32,92.03,28320000.0,5.92,10.35,33400000.0,N/A
207,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,32.88,44.95,1.14,1.23,2.65,3.22,0.17,21090000000.0,50.26,21090000000.0,22430000000.0,13.65,1.49,1.21,22.47,1.21,6950000000.0,21090000000.0,1.32,1.32,46.60,0.60,4099999999.9999995,11.5,5670000000.0,4.14,48.20,2180000000.0,21090000000.0,0.26,91.92,4430000.0,2.28,1.20,4640000.0,N/A
208,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,375.54,17.21,1.67,5.04,10.14,15.87,5.40,9210000000.0,31.75,9210000000.0,16030000000.000002,14.18,1.89,2.90,14.62,2.90,2270000000.0,9210000000.0,560620000.0,3.20,40.20,9.70,311030000.0,1.83,6970000000.0,1.18,10.93,1200000000.0,9210000000.0,0.40,100.84,27840000.0,10.01,15.91,27330000.0,N/A
209,N/A,N/A,hon,N/A,N/A,N/A,N/A,N/A,102.51,77.10,3.08,7.18,4.08,17.64,7.87,124870000000.0,53.19,124870000000.0,132259999999.99998,21.07,2.77,3.26,16.00,3.26,12150000000.0,124870000000.0,1660000000.0,2.14,10820000000.0,8.60,10820000000.0,14.26,17880000000.0,1.38,22.98,5970000000.0,124870000000.0,0.27,77.50,8740000.0,3.71,1.15,8130000.000000001,N/A
210,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,5.66,233.00,0.13,0.72,13.55,2.03,1.47,308230000.0,16.60,308230000.0,1770000000.0,233.00,2.12,0.72,32.75,0.72,351170000.0,308230000.0,332190000.0,2.25,46.90,10.40,463700000.0,3.14,1760000000.0,5.66,4.04,297550000.0,308230000.0,10.42,35.96,8640000.0,7.59,7.06,8630000.0,N/A
211,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,11.84,20.06,4.02,1.75,7.10,8.17,1.39,8050000000.000001,16.63,8050000000.000001,7930000000.0,231.53,20.47,4.39,20.10,4.39,555420000.0,8050000000.000001,129669999.99999999,3.69,565870000.0,60.50,565870000.0,5.21,492900000.0,3.59,42.24,357220000.0,8050000000.000001,2.95,113.62,0.00,0.00,0.00,2.8,N/A
212,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,1.00,16.16,0.76,0.75,4.85,7.71,8.10,39340000000.0,30.84,39340000000.0,39020000000.0,12.65,1.87,0.75,8.94,0.75,9580000000.0,39340000000.0,2530000000.0,1.48,34.10,11.30,8150000000.0,4.95,7830000000.0,1.00,2.07,3680000000.0,39340000000.0,0.14,85.66,1220000.0,3.72,0.00,0.56,N/A
213,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,1.13,14.28,1.83,2.26,12.91,23.13,23.28,5590000000.0,14.70,5590000000.0,6900000000.0,12.20,1.13,2.26,7.74,2.26,1810000000.0,5590000000.0,408170000.0,1.87,0.87,7.30,0.87,0.87,1490000000.0,1.13,1.97,622010000.0,5590000000.0,0.68,101.62,31360000.0,12.04,17.22,30120000.0,N/A
214,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,5.06,22.08,2.00,3.71,9.24,13.54,11.62,18360000000.0,17.35,18360000000.0,18160000000.0,19.04,38.40,1.98,13.24,1.98,1370000000.0,18360000000.0,846730000.0,1.57,10.60,5.10,444120000.0,0.84,5.06,1.91,9.34,1010000000.0,18360000000.0,49.06,40.95,0.00,0.00,0.00,0.75,N/A
215,N/A,N/A,hrs,N/A,N/A,N/A,N/A,N/A,133.81,32.62,2.96,5.82,9.40,19.34,6.51,17420000000.0,48.54,17420000000.0,21030000000.0,21.15,0.84,3.57,15.12,3.57,2089999999.9999998,17420000000.0,4.48,4.48,0.60,0.50,3.26,3.26,133.81,1.11,25.09,1040000000.0,17420000000.0,0.39,86.44,1630000.0,2.88,1.77,1470000.0,N/A
216,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,54.52,26.25,2.94,2.22,11.07,13.27,3.84,15900000000.0,7.32,15900000000.0,18990000000.0,31.24,0.96,3.52,13.24,3.52,3420000000.0,15900000000.0,0.81,0.81,2.80,3.50,1.07,1.07,3960000000.0,3.89,9.58,1250000000.0,15900000000.0,1.57,105.87,45040000.0,6.76,7.52,50140000.0,N/A
217,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,377.82,33.18,3.10,28.42,9.52,19.38,15.89,23400000000.0,35.48,23400000000.0,26330000000.0,21.08,2.71,3.49,14.90,3.49,3160000000.0,23400000000.0,718700000.0,3.35,20.20,1.50,275060000.0,1.3,3170000000.0,0.95,3.91,1160000000.0,23400000000.0,0.15,75.36,3060000.0,3.08,2.02,2310000.0,N/A
218,N/A,N/A,htz,N/A,N/A,N/A,N/A,N/A,838.22,172.50,0.23,2.34,8.36,1.79,0.46,2020000000.0,105.72,2020000000.0,17190000000.0,172.50,0.19,1.97,42.14,1.97,1270000000.0,2020000000.0,8.85,8.85,121.40,1.20,8.93,8.93,15920000000.0,1.07,10.31,2460000000.0,2020000000.0,0.93,130.24,24260000.0,4.78,44.70,22020000.0,N/A
219,N/A,N/A,hum,N/A,N/A,N/A,N/A,N/A,45.50,22.86,0.75,3.67,3.48,4.60,4.92,40240000000.0,364.78,40240000000.0,27800000000.0,22.65,2.01,0.52,10.38,0.52,9370000000.0,40240000000.0,1860000000.0,12.61,10.90,3.00,18490000000.0,129.41,5100000000.0,1.61,78.47,4190000000.0000005,40240000000.0,0.31,97.08,3610000.0,2.99,2.43,3010000.0,N/A
220,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,264.17,27.28,1.96,8.79,7.27,14.91,6.07,154920000000.0,84.84,154920000000.0,188950000000.0,11.79,4.10,2.39,11.56,2.39,38290000000.0,154920000000.0,5760000000.0,6.14,12580000000.0,3.60,12580000000.0,13.61,46820000000.0,1.33,19.03,16719999999.999998,154920000000.0,0.09,59.42,16840000.0,2.71,1.79,15320000.0,N/A
221,N/A,N/A,ice,N/A,N/A,N/A,N/A,N/A,37.84,27.49,9.56,2.77,35.50,52.24,1.94,44210000000.0,7.81,44210000000.0,14320000000.0,20.99,1.85,3.10,5.04,3.10,5780000000.0,44210000000.0,1640000000.0,2.75,7.30,6.00,3.78,3.78,6060000000.0,1.01,27.29,2049999999.9999998,44210000000.0,92.11,0.00,0.00,0.00,0.00,0.8,N/A
222,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,94.98,29.42,3.67,6.90,12.57,17.67,8.48,12120000000.0,41.77,12120000000.0,13480000000.0,24.32,3.80,4.08,19.33,4.08,1400000000.0,12120000000.0,414840000.0,5.22,22.80,12.30,1670000000.0,1670000000.0,1670000000.0,2.66,22.25,393060000.0,12120000000.0,0.24,87.02,1070000.0,3.91,1.72,1290000.0,N/A
223,N/A,N/A,igt,N/A,N/A,N/A,N/A,N/A,288.58,20.34,1.19,2.22,18.62,13.24,2.83,5850000000.0,24.23,5850000000.0,13210000000.0,20.34,1.55,2.69,9.23,2.69,2020000000.0,5850000000.0,914990000.0,4.51,300080000.0,3.50,300080000.0,1.48,7640000000.0,0.84,13.00,941840000.0,5850000000.0,51.88,44.65,3710000.0,1.59,3.49,4059999.9999999995,N/A
224,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,38.85,25.17,3.73,3.40,15.30,29.28,9.71,234370000000.0,13.35,234370000000.0,247340000000.0,14.73,1.55,3.94,9.38,3.94,36190000000.0,234370000000.0,9600000000.0,1.99,2.99,4.10,2.99,2.99,26810000000.0,1.69,14.74,1.25,234370000000.0,0.04,70.18,148970000.0,4.88,3.16,134930000.0,N/A
225,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,72.74,45.13,8.24,36.23,18.62,26.47,21.87,43570000000.0,20.60,43570000000.0,43670000000.0,29.49,2.58,8.26,26.73,8.26,4380000000.0,43570000000.0,3.78,3.78,3.04,13.90,3.04,3.04,72.74,0.67,4.70,1730000000.0,43570000000.0,4.97,89.20,2250000.0,2.29,0.92,2009999.9999999998,N/A
226,N/A,N/A,ip,N/A,N/A,N/A,N/A,N/A,249.97,29.84,1.18,5.44,3.99,8.79,3.73,26740000000.0,54.76,26740000000.0,38070000000.0,14.29,1.50,1.69,11.28,1.69,5930000000.0,26740000000.0,2.17,2.17,26.60,12.30,2.42,2.42,12330000000.0,1.48,11.90,1480000000.0,26740000000.0,0.58,84.13,0.00,0.00,0.00,1.9,N/A
227,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,92.12,15.10,1.09,4.23,7.43,12.02,4.98,8510000000.0,19.93,8510000000.0,10430000000.0,13.61,2.63,1.34,9.44,1.34,7850000000.0,8510000000.0,1.45,1.45,13.70,1.00,1.81,1.81,2100000000.0,0.93,5.18,401300000.0,8510000000.0,0.67,104.11,26740000.0,3.34,6.81,31780000.0,N/A
228,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,59.36,23.48,1.68,3.47,7.47,11.94,5.87,23440000000.0,54.18,23440000000.0,26250000000.0,18.11,3.32,1.88,13.27,1.88,4179999999.9999995,23440000000.0,1040000000.0,4.00,2.80,2.90,1260000000.0,5.04,4059999999.9999995,1.24,27.05,1260000000.0,23440000000.0,0.38,86.93,3390000.0,1.7,1.33,3940000.0,N/A
229,N/A,N/A,irm,N/A,N/A,N/A,N/A,N/A,355.38,45.32,2.68,5.11,5.54,19.25,4.52,10140000000.0,14.34,10140000000.0,16090000000.0,26.49,0.97,4.25,12.89,4.25,1940000000.0,10140000000.0,213730000.0,0.79,243.90,2.40,338400000.0,1.27,6880000000.0,1.08,7.00,640170000.0,10140000000.0,3.44,92.44,20790000.0,19.4,9.49,21140000.0,N/A
230,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,4.46,77.64,15.77,10.45,21.09,33.95,10.85,49330000000.0,28.01,49330000000.0,45550000000.0,40.99,3.95,14.56,39.34,14.56,1890000000.0,49330000000.0,5.67,5.67,3850000000.0,17.90,3850000000.0,34.28,4.46,4.46,42.13,0.87,49330000000.0,1.03,96.50,3850000.0,4.58,4.00,4160000.0,N/A
231,N/A,N/A,itw,N/A,N/A,N/A,N/A,N/A,181.48,36.81,4.28,13.35,11.79,23.75,13.28,61280000000.0,41.60,61280000000.0,66459999999.99999,21.50,1.74,4.64,17.23,4.64,5700000000.0,61280000000.0,1690000000.0,4.86,3090000000.0,6.80,3090000000.0,9.04,8330000000.0,2.38,13.40,1.21,61280000000.0,7.75,76.71,4920000.0,4.52,1.76,5300000.0,N/A
232,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,72.24,16.62,3.14,1.88,18.99,26.47,3.02,15630000000.0,12.55,15630000000.0,19290000000.0,12.59,0.87,3.87,13.53,3.87,4730000000.0,15630000000.0,917300000.0,2.31,10.90,11.30,2410000000.0,5.92,6400000000.0,10.71,20.42,559500000.0,15630000000.0,1.82,88.77,6120000.0,2.58,1.72,5760000.0,N/A
233,N/A,N/A,jbl,N/A,N/A,N/A,N/A,N/A,90.44,47.38,0.24,2.01,0.54,2.74,3.04,4690000000.0,108.69,4690000000.0,6020000000.0,9.05,0.86,0.31,4.63,0.31,1550000000.0,4690000000.0,104860000.0,0.56,27.50,9.40,746260000.0,4.26,2120000000.0,0.95,13.21,1050000000.0,4690000000.0,2.84,98.54,13960000.0,6.33,8.16,12770000.0,N/A
234,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,62.90,24.31,1.27,1.88,5.34,11.21,3.67,38340000000.0,32.26,38340000000.0,51590000000.0,13.45,1.34,1.71,11.29,1.71,9340000000.0,38340000000.0,1650000000.0,1.70,0.35,30.10,0.35,0.35,13570000000.0,1.04,22.03,1.16,38340000000.0,0.42,93.58,24360000.0,4.32,2.60,25740000.0,N/A
235,N/A,N/A,jcp,N/A,N/A,N/A,N/A,N/A,417.44,19.40,0.10,1.12,1.43,2.09,1.77,1210000000.0,40.09,1210000000.0,5500000000.0,19.40,1.36,0.44,6.61,0.44,4480000000.0,1210000000.0,0.57,0.57,0.59,1.80,0.59,0.59,4500000000.0,1.44,3.46,0.03,1210000000.0,1.82,73.73,150700000.0,6.91,52.84,148290000.0,N/A
236,N/A,N/A,jec,N/A,N/A,N/A,N/A,N/A,5.30,28.90,0.84,1.90,2.93,5.15,4.38,8430000000.0,83.96,8430000000.0,7890000000.0,15.83,1.79,0.79,12.39,0.79,1770000000.0,8430000000.0,290650000.0,2.42,217.60,0.50,774150000.0,6.43,238070000.0,1.55,36.78,574880000.0,8430000000.0,1.16,79.15,0.00,0.00,0.00,0.6,N/A
237,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,47.82,309.21,5.11,5.27,1.70,25.13,1.80,390430000000.0,27.85,390430000000.0,409520000000.0,17.20,2.32,5.36,16.89,5.36,50200000000.0,390430000000.0,1300000000.0,0.47,16280000000.000002,11.50,16280000000.000002,6.06,35380000000.0,27.55,27.55,0.65,390430000000.0,0.05,67.80,13210000.0,2.43,0.49,13610000.0,N/A
238,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,41.40,16.88,2.04,2.06,12.43,18.83,6.45,10570000000.0,13.61,10570000000.0,9420000000.0,13.36,1.57,1.82,7.90,1.82,3100000000.0,10570000000.0,643200000.0,1.67,3.90,2.10,3290000000.0,8.76,2140000000.0000002,2.70,13.68,1380000000.0,10570000000.0,2.58,93.68,18790000.0,2.73,5.71,20980000.0,N/A
239,N/A,N/A,jpm,N/A,N/A,N/A,N/A,N/A,67.05,18.43,4.31,1.73,26.09,37.59,0.97,403540000000.0,26.38,403540000000.0,53350000000.0,11.86,1.42,0.57,26.09,0.57,90310000000.0,403540000000.0,22570000000.0,6.31,37.10,1.50,295.02,295.02,558660000000.0,67.05,67.05,1.33,403540000000.0,0.72,75.94,23270000.0,2.03,0.66,28210000.0,N/A
240,N/A,N/A,jwn,N/A,N/A,N/A,N/A,N/A,320.61,17.58,0.56,9.83,3.23,6.62,7.73,8400000000.0,89.70,8400000000.0,10460000000.0,15.70,3.66,0.69,6.37,0.69,5320000000.0,8400000000.0,2.87,2.87,4.03,2.50,4.03,4.03,2740000000.0,1.00,5.13,1370000000.0,8400000000.0,31.42,60.97,22050000.0,7.23,18.94,20120000.0,N/A
241,N/A,N/A,k,N/A,N/A,N/A,N/A,N/A,424.14,30.59,1.84,12.23,6.15,13.83,7.15,23610000000.0,36.76,23610000000.0,31440000000.0,15.89,2.52,2.45,13.68,2.45,4750000000.0,23610000000.0,2.23,2.23,1.70,0.60,0.77,0.77,8240000000.0,0.68,5.59,1730000000.0,23610000000.0,0.65,92.16,33690000.0,8.06,12.34,28070000.0,N/A
242,N/A,N/A,key,N/A,N/A,N/A,N/A,N/A,13.09,19.39,3.87,1.67,21.51,38.43,0.94,23340000000.0,5.62,23340000000.0,36800000000.0,11.93,1.61,6.11,21.51,6.11,1220000000.0,23340000000.0,1220000000.0,1.13,14.40,4.30,2180000000.0,2.04,15640000000.0,13.09,13.09,0.93,23340000000.0,0.31,82.87,15930000.0,1.33,1.48,11880000.0,N/A
243,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,102.34,18.61,5.75,1.31,35.42,33.18,2.14,6810000000.0,2.80,6810000000.0,12290000000.0,26.21,4.45,10.38,15.89,10.38,872270000.0,6810000000.0,363590000.0,0.86,156590000.0,3.40,156590000.0,0.37,5550000000.0,2.87,12.25,641390000.0,6810000000.0,2.68,94.60,19560000.0,5.18,5.73,17700000.0,N/A
244,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,202.87,27.27,4.68,14.50,17.28,37.42,16.91,17780000000.0,24.24,17780000000.0,17500000000.0,14.79,1.37,4.61,11.81,4.61,2190000000.0,17780000000.0,656340000.0,4.16,2760000000.0,11.30,2760000000.0,17.61,2490000000.0,3.73,7.82,1190000000.0,17780000000.0,0.18,94.11,3730000.0,2.25,2.65,2530000.0,N/A
245,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,848.75,19.10,2.35,68.21,12.48,18.07,13.86,49780000000.0,51.62,49780000000.0,49780000000.0,16.65,2.40,2.73,12.38,2.73,6650000000.0,49780000000.0,2280000000.0,6.40,22.20,0.80,1.75,1.75,7490000000.0,0.89,1.79,2930000000.0,49780000000.0,0.34,75.09,15850000.0,6.91,4.48,13830000.0,N/A
246,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,107.74,564.17,3.06,1.24,1.34,25.95,2.79,41920000000.0,6.15,41920000000.0,79420000000.0,21.33,0.68,5.80,13.65,5.80,7260000000.0,41920000000.0,0.01,0.01,0.12,7.20,0.12,0.12,37840000000.0,0.44,15.09,0.59,41920000000.0,13.54,63.10,51460000.0,3.9,2.68,53760000.0,N/A
247,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,394.14,19.38,0.74,3.98,3.88,6.49,4.40,13200000000.0,97.24,13200000000.0,25920000000.0,16.35,1.39,1.45,19.34,1.45,2180000000.0,13200000000.0,694570000.0,3.74,8.90,11.00,32360000.0,0.18,13010000000.0,2.70,18.19,325210000.0,13200000000.0,0.56,108.38,12260000.0,9.48,6.64,11900000.0,N/A
248,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,221.95,46.75,5.54,9.35,12.20,25.61,6.48,206770000000.0,8.71,206770000000.0,228580000000.0,24.14,5.22,6.13,20.88,6.13,25400000000.0,206770000000.0,4550000000.0,1.04,38.30,14.60,27360000000.0,6.42,49170000000.0,1.39,5.19,7990000000.0,206770000000.0,0.77,67.86,0.00,0.00,0.00,1.48,N/A
249,N/A,N/A,kr,N/A,N/A,N/A,N/A,N/A,239.04,18.33,0.23,4.36,1.31,2.61,5.28,27220000000.0,131.29,27220000000.0,41710000000.0,14.70,6.28,0.35,7.43,0.35,25840000000.0,27220000000.0,1540000000.0,1.68,1.50,4.50,0.4,0.4,14850000000.0,0.85,7.08,3870000000.0,27220000000.0,0.57,80.49,0.00,0.00,0.00,0.5,N/A
250,N/A,N/A,kss,N/A,N/A,N/A,N/A,N/A,90.46,18.04,0.62,2.28,3.48,7.14,5.91,11480000000.0,109.61,11480000000.0,15030000000.0,15.02,1.88,0.81,6.58,0.81,6740000000.0,11480000000.0,3.79,3.79,19.90,0.10,4.38,4.38,4550000000.0,1.63,29.93,1730000000.0,11480000000.0,0.97,114.55,30050000.0,6.11,19.58,32890000.0,N/A
251,N/A,N/A,ksu,N/A,N/A,N/A,N/A,N/A,59.79,12.39,4.55,2.88,37.24,35.68,21.88,11750000000.0,24.66,11750000000.0,14090000000.0,15.99,1.14,5.45,11.33,5.45,1640000000.0,11750000000.0,961800000.0,9.16,325.70,10.30,88400000.0,0.85,2630000000.0,39.39,39.39,0.73,11750000000.0,0.61,87.70,1530000.0,1.38,1.45,1310000.0,N/A
252,N/A,N/A,l,N/A,N/A,N/A,N/A,N/A,46.93,18.62,1.33,0.95,7.20,16.93,1.81,23120000000.0,40.13,23120000000.0,23120000000.0,16.30,2.08,1.71,7.39,1.71,7820000000.0,23120000000.0,2.87,2.87,52.00,7.10,6310000000.0,18.74,11430000000.0,0.53,56.50,2350000000.0,23120000000.0,49.97,25.45,1170000.0,1.02,0.42,1140000.0,N/A
253,N/A,N/A,leg,N/A,N/A,N/A,N/A,N/A,102.12,19.50,1.63,5.38,8.75,11.65,8.80,6300000000.0,28.32,6300000000.0,7160000000.0,17.14,32.12,1.85,12.70,1.85,899200000.0,6300000000.0,340100000.0,2.45,11.70,6.40,342900000.0,2.6,1200000000.0,1.74,8.89,428400000.0,6300000000.0,1.14,71.80,6650000.0,5.93,5.67,6670000.0,N/A
254,N/A,N/A,len,N/A,N/A,N/A,N/A,N/A,99.83,20.07,1.25,2.07,6.41,10.60,4.91,15850000000.0,53.33,15850000000.0,21870000000.0,12.02,0.91,1.73,15.55,1.73,2029999999.9999998,15850000000.0,802660000.0,3.38,1.20,12.10,2530000000.0,10.56,7970000000.0,8.10,32.81,996860000.0,15850000000.0,2.01,95.12,0.00,0.00,0.00,0.16,N/A
255,N/A,N/A,lh,N/A,N/A,N/A,N/A,N/A,117.32,24.60,1.82,2.94,7.54,14.76,5.85,17960000000.0,96.43,17960000000.0,24770000000.0,16.56,1.84,2.50,13.04,2.50,3180000000.0,17960000000.0,745800000.0,7.17,0.60,9.50,409300000.0,4.02,7220000000.0,1.89,60.00,1340000000.0,17960000000.0,0.51,93.70,2760000.0,4.05,2.71,2760000.0,N/A
256,N/A,N/A,lll,N/A,N/A,N/A,N/A,N/A,64.51,25.52,1.77,3.33,7.07,11.27,5.49,16960000000.0,122.73,16960000000.0,19640000000.0,20.69,8.35,2.05,15.06,2.05,1010000000.0,16960000000.0,8.51,8.51,53.70,13.90,8.47,8.47,3330000000.0,1.89,65.14,1100000000.0,16960000000.0,0.68,81.18,1.65,1.65,0.99,1.43,N/A
257,N/A,N/A,lly,N/A,N/A,N/A,N/A,N/A,90.44,41.45,4.06,6.16,9.90,20.93,7.29,91190000000.0,21.29,91190000000.0,98320000000.0,18.61,1.59,4.38,15.85,4.38,15570000000.0,91190000000.0,2220000000.0,2.10,28.60,9.00,6950000000.0,6.59,13530000000.0,1.38,14.14,5880000000.0,91190000000.0,0.21,79.04,11250000.0,3.36,1.15,9770000.0,N/A
258,N/A,N/A,lm,N/A,N/A,N/A,N/A,N/A,47.34,12.66,1.28,1.10,11.43,17.11,3080000000.0,3950000000.0,32.84,3950000000.0,5460000000.0,12.30,0.62,1.77,9.09,1.77,2770000000.0,3950000000.0,339580000.0,3.62,190.10,10.90,967270000.0,10.52,2220000000.0,41.61,41.61,2.27,3950000000.0,1.96,85.61,0.00,0.00,0.00,1.12,N/A
259,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,656.00,27.73,1.99,47.14,7.31,10.43,6.63,98890000000.0,171.74,98890000000.0,110220000000.0,24.64,9.81,2.22,17.77,2.22,5060000000.0,98890000000.0,3600000000.0,12.44,60.80,5.40,2940000000.0,10.26,14270000000.0,1.32,7.32,5690000000.0,98890000000.0,0.09,81.15,0.00,0.00,0.00,2.39,N/A
260,N/A,N/A,lnc,N/A,N/A,N/A,N/A,N/A,35.36,13.22,1.34,1.14,10.50,14.98,0.48,18560000000.0,61.69,18560000000.0,20700000000.0,10.01,0.89,1.50,9.96,1.50,4360000000.0,18560000000.0,1450000000.0,6.42,10.50,0.40,3630000000.0,16.59,5770000000.0,3.23,74.31,1200000000.0,18560000000.0,0.45,85.98,0.00,0.00,0.00,1.32,N/A
261,N/A,N/A,low,N/A,N/A,N/A,N/A,N/A,279.31,25.89,1.29,15.54,5.16,9.26,11.06,89120000000.0,81.14,89120000000.0,104330000000.0,18.98,1.57,1.51,13.16,1.51,22460000000.0,89120000000.0,3530000000.0,4.15,130.10,6.60,16040000000.0,16040000000.0,16040000000.0,1.02,6.91,5720000000.0,89120000000.0,0.14,74.51,7310000.0,1.3,0.85,5670000.0,N/A
262,N/A,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,51.95,22.25,3.43,5.26,17.60,27.11,13.26,32810000000.000004,58.92,32810000000.000004,29790000000.0,12.68,0.68,3.12,10.26,3.12,3600000000.0,32810000000.000004,1680000000.0,9.10,5700000000.0,37.10,5700000000.0,35.75,3190000000.0,2.47,38.53,2040000000.0,32810000000.000004,0.29,96.54,11180000.0,4.83,6.90,11250000.0,N/A
263,N/A,N/A,lsi,N/A,N/A,N/A,N/A,N/A,84.55,41.85,8.02,1.91,19.19,34.89,2.75,3900000000.0,10.51,3900000000.0,5640000000.0,28.42,7.24,11.58,18.77,11.58,311340000.0,3900000000.0,93450000.0,2.01,6100000.0,5.10,6100000.0,0.13,1740000000.0,0.31,44.00,256620000.0,3900000000.0,1.77,110.96,5560000.0,9.9,16.40,5940000.0,N/A
264,N/A,N/A,luk,N/A,N/A,N/A,N/A,N/A,185.02,17.92,0.82,0.94,4.85,14.84,2.37,9840000000.0,32.47,9840000000.0,9960000000.0,17.06,0.96,0.83,5.12,0.83,2580000000.0,9840000000.0,573860000.0,1.54,35.30,9.00,20520000000.0,57.6,20640000000.0,1.25,29.34,1290000000.0,9840000000.0,11.25,77.56,3210000.0,2.57,0.97,3940000.0,N/A
265,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,35.17,10.50,1.70,3.45,16.48,15.87,8.68,36090000000.0,35.23,36090000000.0,36400000000.0,11.12,0.93,1.72,7.95,1.72,14290000000.0,36090000000.0,3490000000.0,5.79,261.70,3.90,3270000000.0,5.53,3670000000.0,0.70,17.62,3930000000.0,36090000000.0,0.19,79.18,6940000.0,1.44,1.48,6500000.0,N/A
